,English,Yoruba
413,You can tell that your email provider supports HTTPS if you log in to your webmail and the URL at the top of your browser begins with the letters HTTPS instead of HTTP (for example: https://mail.google.com).,Ó lè mọ̀ bí apèsè ímeèlìi rẹ bá pèsè ìtìlẹ́yìn HTTPS fún ọ bí o bá wọlé sínú ìtàkùn-ímeèlì rẹ àti URL orí òkè aṣàwáríkiriì rẹ tí ó bẹ̀rẹ̀ pẹ̀lú lẹ́tà HTTPS nípò HTTP (fún àpẹẹrẹ: https://mail.google.com)
414,"If your email provider supports HTTPS, but does not do so by default, try replacing HTTP with HTTPS in the URL and refresh the page.","Bí apèsè ímeèlì rẹ bá ní ìtìlẹ́yìn fún HTTPS, ṣùgbọ́n tí kò ṣe bẹ́ẹ̀, gbìyànjú kí o pààrọ̀ HTTP pẹ̀lú HTTPS nínú URL kí o sì tún ojúùwé náà tẹ̀."
415,"If you’d like to make sure that you are always using HTTPS on sites where it is available, download the HTTPS Everywhere browser add-on for Firefox or Chrome.","Bí o bá fẹ́ ìdánilójú wípé HTTPS lo máa ń lò ní gbogbo ìgbà lórí ibùdó tí ó bá wà, gba ẹ̀dà àfilé HTTPS Níbigbogbo sílẹ̀ fún lílò lóríi asàwáríkiri Firefox tàbí Chrome."
416,Some webmail providers that use HTTPS by default include:,Apèsè imeèlì ìtàkùn àgbáyé tó máa ń lo ààtò-àbáwá HTTPS ni :
417,Some webmail providers that give you the option of choosing to use HTTPS by default by selecting it in your settings.,Apèsè ìtàkùn-ímeèlì mìíràn fún ọ láàyè láti yan HTTPS gẹ́gẹ́ bí àbáwá tí o lè yàn nínú ààtò rẹ.
418,The most popular service that still does this is Hotmail.,Èyí tó gbajúmọ̀ jù lọ ni Hotmail t'ó ṣì ń ṣe bẹ́ẹ̀ dòní.
419,What does transport-layer encryption do and why might you need it?,Kí ni ìyí-dátà-padà-sí-odù-ààbò ìpele-ìṣíkúrò ń ṣe àti ìdí tí o fi lè nílòo rẹ fún?
420,"HTTPS, also referred to as SSL or TLS, encrypts your communications so that it cannot be read by other people on your network.","HTTPS, tí a tún mọ̀ sí SSL tàbí TLS, máa ń yí dátà ìtàkùrọ̀sọọ̀ rẹ padà-sí-odù-ààbò kí ẹlòmíràn ó máà bá a rí i kà lóríi ìṣàsopọ̀ rẹ. "
421,"This can include the other people using the same Wi-Fi in an airport or at a café, the other people at your office or school, the administrators at your ISP, malicious hackers, governments, or law enforcement officials.","Èyí lè kan àwọn tí ẹ jọ ń lo WiFi kan náà ní pápákọ̀ òfuurufú tàbí ní ilé ìjẹun, àwọn ẹlòmíràn ní ibiiṣẹ́ tàbí ilé ìwé, alákòóso ilé-iṣẹ́ apèsèe (ISP) rẹ, olè apanilára, ìjọba, tàbí àjọ agbófinró."
422,"Communications sent over your web browser, including the web pages that you visit and the content of your emails, blog posts, and messages, using HTTP rather than HTTPS are trivial for an attacker to intercept and read.","Ìtàkùrọ̀sọ tí o fi ránṣẹ́ lóríi ìtàkùn aṣàwáríkiriì rẹ, títí kan ìtàkùn ojú-ìwé tí o lọ àti ohuninú ímeèlì rẹ, ìwé-ìrántí ibùdó-ìtàkùn-àgbáyé àti iṣẹ́-ìjẹ́, lílo HTTP dípò HTTPS f'ààyè gba adojúkọni láti dí ìtàkùrọ̀sọọ̀ rẹ lọ́wọ́ àti kà á."
423,HTTPS is the most basic level of encryption for your web browsing that we recommend for everybody.,HTTPS ni ìpilẹ̀ṣẹ̀ ìyí-dátà-padà-sí-odù-ààbò ìtàkùn aṣàwáríkiriì rẹ tí a f'ọwọ́ sí fún ènìyàn gbogbo.
424,It is as basic as putting on your seat belt when you drive.,Ó dàbíi síso okùn ààbò ìjókòó bí o bá ń wa ọkọ̀. 
425,But there are some things that HTTPS does not do.,Àmọ́ ó ní àwọn ohun tí HTTPS kì í ṣe.
426,"When you send email using HTTPS, your email provider still gets an unencrypted copy of your communication.","Bí o bá fi ímeèlì ránṣẹ́ lórí HTTPS, apèsèe ímeèlì rẹ yóò ṣì rí ẹ̀dà ìtàkùrọ̀sọọ̀ rẹ tí data ò yí odù rẹ̀ padà fún ààbò. "
427,Governments and law enforcement may be able to access this data with a warrant.,Ìjọba àti agbófinró lè rí dátà rẹ pẹ̀lú ìwé àṣẹ.
428,"In the United States, most email providers have a policy that says they will tell you when you have received a government request for your user data as long as they are legally allowed to do so, but these policies are strictly voluntary, and in many cases providers are legally prevented from informing their users of requests for data.","Ní ìlú America, ọ̀pọ̀ apèsèe ímeèlì ló ní ìlànà àti àkọsílẹ̀ pé wọn yóò wí fún ọ bí àwọn ìjọba bá l'áwọ̀n-ọ́n fẹ́ ẹ́ rí dátà rẹ gẹ́gẹ́ bí òǹlò, níwọ̀n ìgbà t'áṣẹ bá f'ààyè gbà wọ́n, ṣùgbọ́n ìlànà yìí kì í ṣe tipá, àti pé lọ́pọ̀ ìgbà ni òfin kò fún apèsè láyé láti sọ fún òǹlò wípé ìjọba béèrè fún dátà rẹ̀."
429,"Some email providers, such as Google, Yahoo, and Microsoft, publish transparency reports, detailing the number of government requests for user data they receive, which countries make the requests, and how often the company has complied by turning over data.","Apèsèe ímeèlì, gẹ́gẹ́ bíi Google, Yahoo, àti Microsoft, tẹ àtẹ̀jádé ìròyìn mímọ́ gaara tó ń s'àlàyé iye ìbéèrè fún dátà òǹlò tí wọ́n ti gbà, ìlú t'ó béèrè fún un, àti iye ìgbà tí ilé-iṣẹ́ náà ti fi dátà ṣọwọ́ sí ìjọba."
430,"If your threat model includes a government or law enforcement, or you have some other reason for wanting to make sure that your email provider is not able to turn over the contents of your email communications to a third party, you may want to consider using end-to-end encryption for your email communications.","Bí àwòṣe ìdẹ́rùbà rẹ bá ní ìjọba tàbí agbófinró nínú, tàbí o ní ìdí mìíràn fún àìfààyègba apèsèe ímeèlì láti fi ohuninúu ímeèlì rẹ ránṣẹ́ sí ẹnìkẹ́ta, o lè fẹ́ ẹ́ máa lo ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin fún ìtàkùrọ̀sọọ̀ ímeèlì rẹ."
431,"PGP (or Pretty Good Privacy) is the standard for end-to-end encryption of your email. Used correctly, it offers very strong protections for your communications.","PGP (tàbí Ibi-Ìkọ̀kọ̀ tó Dára Jù) ni ìyódùpadàfáàbò òpin-dé-òpin tí ó dára jù fún ímeèlì rẹ. Bí o bá lò ó lọ́nà tó yẹ, ó máa dá ààbò tó lágbára bo ìtàkùrọ̀sọọ̀ rẹ."
432,"For detailed instructions on how to install and use PGP encryption for your email, see:","Fún ẹ̀kúnrẹ́rẹ́ àlàyé lórí bí o ṣe lè fi àti lo ìyódùpadàfâbò PGP fún ímeèlì rẹ, wo:"
433,How to: Use PGP for Mac OS X,Bí a ṣe n: Lo PGP fún Mac OS X
434,How to: Use PGP for Windows,Bí a ṣe n: Lo PGP fún Windows
435,How to: Use PGP for Linux,Bí a ṣe n: Lo PGP fún Linux
436,What End-To-End Encryption Does Not Do?,Kí ni ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin kì í ṣe?
437,"End-to-end encryption only protects the content of your communication, not the fact of the communication itself.","Ìyódùpadàfâbò òpin-dé-òpin ń dáàbò bo ohuninú ìtàkùrọ̀sọ rẹ nìkan, kì í dáàbò bo ìtàkùrọ̀sọ tìkararẹ̀."
438,"It does not protect your metadata—which is everything else, including the subject line of your email, or who you are communicating with and when.","Kì í dáàbò bo mẹ́tádatà - tí í ṣ'àpèjúwe ohun gbogbo nípa dátà, tí ó fi kan ilà àkórí ímeèlì rẹ, tàbí ẹni tí ó ń tàkùrọ̀sọ pẹ̀lú àti ìgbà tí o tàkùrọ̀sọ."
439,Metadata can provide extremely revealing information about you even when the content of your communication remains secret.,Mẹ́tádatà yìí lè pèsèe gbogbo àṣìírí nípaà rẹ nígbà tí ohuninúu ìtàkùrọ̀sọ rẹ ń bẹ níkọ̀kọ̀.
440,Metadata about your phone calls can give away some very intimate and sensitive information. For example:,Mẹ́tádatà nípa ẹ̀rọ ìbánisọ̀rọ̀ rẹ lè kó ohun ìkọ̀kọ̀ àti àṣìíríì rẹ gbogbo síta. Fún àpẹẹrẹ :
441,"They know you rang a phone sex service at 2:24 am and spoke for 18 minutes, but they don't know what you talked about.","Wọ́n mọ̀ wípé o pe ilé iṣẹ́ ìbálòpọ̀ ẹ̀rọ-ìbánisọ̀rọ̀ọ láago 2:24 àárọ̀ àti pé o sọ̀rọ̀ fún ìṣẹ́jú 18, ṣùgbọ́n wọn kò mọ kókó ohun tí o sọ̀rọ̀ nípa."
442,"They know you called the suicide prevention hotline from the Golden Gate Bridge, but the topic of the call remains a secret.","Wọ́n mọ̀ wípé o pe ilà ẹ̀rọ-ìbánisọ̀rọ̀ọ pàjáwìrì adíparaẹnilọ́wọ́ láti orí afárá Golden Gate, ṣùgbọ́n kókó ọ̀rọ́ jẹ́ ìpamọ́."
443,"They know you spoke with an HIV testing service, then your doctor, then your health insurance company in the same hour, but they don't know what was discussed.","Wọ́n mọ̀ wípé o bá ilé iṣẹ́ aṣàyẹ̀wò kòkòrò HIV sọ̀rọ̀, àti oníṣègùn-ùn rẹ, àti ilé-iṣẹ́ adójútòfò ìleraà rẹ ní wákàtí kan náà, ṣùgbọ́n ohun tí ẹ jọ sọ ni wọn kò mọ̀."
444,"They know you received a call from the local NRA office while it was having a campaign against gun legislation, and then called your senators and congressional representatives immediately after, but the content of those calls remains safe from government intrusion.","Wọ́n mọ̀ wípé o gba ìpè láti NRA ìjọba ìbílẹ̀ lásìkò ìpolongo ìlòdì sí òfin ìbọn, àti ìpè tí o pe aṣòfin àti aṣojú ilé ìgbìmọ̀ ìjọba lẹ́yìnwá, ṣùgbọ́n ohuninú ìpè náà wà ní ìpamọ́ fún ìjọba."
445,"They know you called a gynecologist, spoke for a half hour, and then called the local Planned Parenthood's number later that day, but nobody knows what you spoke about.","Wọ́n mọ̀ wípé o pe onímọ̀-nípa-nǹkan-ọmọbìnrin, o sọ̀rọ̀ fún wákàtí kan àbọ̀, o sì pe àjọ ìfètòsọ́mọbíbí ìbílẹ̀ lọ́jọ́ yẹn náà, ṣùgbọ́n kò s'ẹ́ni t'ó mọ ohun tí ẹ sọ̀rọ̀ nípa"
446,"If you are calling from a cell phone, information about your location is metadata.","Bí o bá ń pè lórí ẹ̀rọ-ìbánisọ̀rọ̀ọ alágbèéká, ìwífún nípa ibi tí o ti ń pè ni mẹ́tádatà."
447,"In 2009, Green Party politician Malte Spitz sued Deutsche Telekom to force them to hand over six months of Spitz’s phone data, which he made available to a German newspaper. ","L'ọ́dún 2009, olóṣèlú Green Party, Malte Spitz pe Deutsche Telekom lẹ́jọ́ pẹ̀lú ipá kí wọ́n pèsè dátà ìtàkùrọ̀sọ òun lórí ẹ̀rọ-ìbánisọ̀rọ̀ọ fún oṣù mẹ́fà, ó sì gbé e fún ìwé ìròyìn German."
448,The resulting visualization showed a detailed history of Spitz’s movements.,Kedere ni àlọ àtàbọ̀ ìgbẹ́sẹ̀ẹ Spitz hàn nínú àwòrán tí wọ́n fún un.
449,"Protecting your metadata will require you to use other tools, such as Tor, at the same time as end-to-end encryption.","Dídáààbò mẹ́tádatà gba kí o lo irinṣẹ́ mìíràn, gẹ́gẹ́ bíi Tor, bí o ṣe ń lo ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin"
450,"For an example of how Tor and HTTPS work together to protect the contents of your communications and your metadata from a variety of potential attackers, you may wish to take a look at this explanation.","Fún àpẹẹrẹ kan bí Tor àti HTTPS ṣe ń ṣiṣẹ́ pọ̀ láti dáàbò bo ohuninúu ìtàkùrọ̀sọọ̀ rẹ àti mẹ́tádatà rẹ lójúran àwọn adojúkọni, o lè fẹ́ yẹ àlàyé yìí wò."
451,Want a security starter pack?,Ó fẹ́ òkétè ohun ààbò alákọ̀ọ́bẹ̀rẹ̀?
452,1.Choosing Your Tools,1. Yíyan Irinṣẹ́ẹ̀ Rẹ
453,2.Protecting Yourself on Social Networks,2. Dídáààbò Araà Rẹ lórí Ẹ̀rọ-alátagbà
454,3.Assessing Your Risks,3. Ìdíyelé Ewuù Rẹ
455,4.Communicating with Others,4. Títàkùrọ̀sọ Pẹ̀lú Ẹlòmíràn
456,5.Creating Strong Passwords,5. Ṣiṣẹ́ Ọ̀rọ̀-ìfiwọlé tó L'ágbára
457,6.Keeping Your Data Safe,6. Fífi ààbò bo Dátà Rẹ
458,7.What Is Encryption?,7. Kí ni ìyódùpadàfáàbò? 
459,POISON THAT KILLS MAN,MÁJÈLÉ TÓ N PA ỌKÙNRIN
460,"Once upon a time, a pretty woman said that her marriage with her husband is not rewarding for her, so she decided to kill her husband with poison.","Nígbà kan rí, arẹwà ọmọbìnrin kan ní ìgbéyàwó òun àti ọkọ òun kò yé òun mọ́, ó sì pinnu láti pa ọkọ rẹ̀ pẹ̀lú májèlé."
461,"One early morning, she went to her mother to explain the matter about what she face in the house of her husband, she told her mother, that she is fed up with her husband’s behaviour.","Ni òwúrọ̀ kùtùkùtù ọjọ́ kan, ó tọ́ ìyá-a rẹ̀ lọ láti ṣàlàyé ọ̀ràn náà tí ojú u rẹ̀ ń rí nílé ọkọ, ó sọ fún ìyá a rẹ̀, wípé ọ̀rọ̀ ọkọ òun ti sú òun wípé òun kò lè farada ìhùwàsíi rẹ̀ mọ́. "
462,I have decided to kill him but I am afraid because of the laws of the land. Can you help me kill my husband? The woman asked her mother.,Mo sì ti pinnu láti pa á ṣùgbọ́n ẹ̀rù ń bà mí nítorí òfin ilẹ̀-ẹ wa. Ǹjẹ́ ẹ lè ràn mí lọ́wọ́ láti pa ọkọ mi? Arábìnrin náà bí ìyá-a rẹ̀ léèrè.
463,"The mother answered her that: Yes, my child I can be of help on this one. But there is something attached to this step.","Ìyá bá dá a lóhùn wípé: Bẹ́ẹ̀ ni, ọmọ mi mo lè ṣe ìrànlọ́wọ́ eléyìí. Ṣùgbọ́n ó ní nǹkan kan tó rọ̀ mọ́ ìgbésẹ náà."
464,This woman asked her mother a question that what is the step to be taken?   I am willing to take any step to ensure that I kill my husband.,Ọmọbìnrin yìí bi ìyá-a rẹ̀ léèrè pé kíní ìgbésẹ náà? Mo ṣe tán láti ṣe ohunkóhun láti rí i wípé mo pa ọkọ mi.
465,"I have heard, this is how her mother responded to her question,","Mo ti gbọ́, báyìí ni ìyáa rẹ̀ ṣe dá a lóhùn,"
466,"Firstly, you must make peace between both of you, for people not to suspect you as the killer when he finally dies.","Èkíní, o ní láti kọ́kọ́ wá àlàáfíà láàárín ẹ̀yin méjèèjì náà, kí àwọn èèyàn máà ba à fura pé ìwọ lo pa á nígbà tó bá kú tán."
467,"Secondly, you have to take good care of your body, for you to look beautiful like a baby and like a new bride in the eyes of your husband.","Èkejì, o ní láti máa tún araà rẹ ṣe, láti rẹwà kí o lè dá bí ọmọ kékeré àti bi ìyàwó àṣẹ̀ṣẹ̀gbèé lójú ọkọ ọ̀ rẹ."
468,"Thirdly, you have to care for him, you have to be a good wife to him, and you also need to learn how a wife values her husband.","Ẹ̀kẹta, o ní láti máa ṣe ìtọ́jú u rẹ̀, kí o jẹ́ ìyàwó rere níwájú-u rẹ̀, o sì ní láti mọ bí ìyàwó ti ṣe máa mọ rírí ọkọ."
469,"Fourthly, you have to have lot of patience, love, and reduce your envy. Be a wife that takes advice, have respect and listen to your husband.","Ẹ̀kẹrin, o ní láti ṣe ọ̀pọ̀lọpọ̀ sùúrù, ìfẹ́, kí o sì jowú níwọ̀n. Jẹ́ ìyàwó tó ń gba ìmọ̀ràn, ní ìbọ̀wọ̀ kí o sì máa gbọ́rọ̀."
470,"Fifthly, spend your money on him, and do not be angry if he refused to spend his money on you.","Ẹ̀kàaàrún, fi owó ò rẹ bá a lò, máà sì ṣe bínú tí ó bá kọ̀ láti ná owó o rẹ̀ fún ọ."
471,"Sixthly, do not ridicule your husband at any time, make sure that you preach love and peace when there is an argument so that people will not suspect you after his death.","Ẹ̀kẹfà, má ṣe gbó o lẹ́nu nígbà kankan, rí i wípé ò ń wàásù ìfẹ́ àti àlàáfíà nígbà tí aáwọ̀ bá dé kí àwọn èèyàn má lọ máa fura sí ọ nígbà tó bá ti kú."
472,Then are you ready to follow these steps that I highlighted? The mother asked her daughter:,Ǹjẹ́ o ti ṣe tán láti tẹ̀lé àwọn ìlànà tí mo ti la kalẹ̀ wọ̀nyìí? Ìyá bí ọmọ ọ rẹ léèrè:
473,"Yes my mother, she replied her mother.","Bẹ́ẹ̀ ni ìyá mi, ó dá ìyà a rẹ̀ lóhùn."
474,Her mother said that there’s no problem.,Ìyá a rẹ̀ ni kò burú.
475,"Take this powder, put a little portion in his meal anytime you prepare him food, the poison will kill him gradually till he dies totally.","Gba ẹbu u yìí kí o da díẹ̀ sínú oúnjẹ rẹ̀ ní gbogbo ìgbà tí o bá ti ń pèsè oúnjẹ rẹ̀, májèlé náà yóò máa pa á díẹ̀ díẹ̀ títí yóò o fi kú pátápátá."
476,"After thirty days, this woman return to her mother’s place that: “my mother, I no longer have the intention to kill my husband.","Lẹ́yìn ọgbọ̀n ọjọ́, ọmọbinrin yìí padà sí ọ̀dọ ìyá a rẹ̀  wí pé: "" Ìyá mi, mi o ni èròngbà láti pa ọkọ mi mọ́."
477,"At this moment, I am loving him more because he has changed drastically.”","Bí báyìí, mo ti wá ń fẹ́ràn rẹ̀ si nítorí pé o ti yípadà pátápátá."""
478,"At this moment he has become irreplaceable in my heart than before, I never expected it.","Ni báyìí o tí di aàyò ọkàn mi ju ti tẹ́lẹ̀ lọ, ju bí mo ti lérò lọ́kàn lọ pàápàá."
479,At this moment what can I do to reduce the efficacy of the poison that my husband has consumed?,Ni báyìí kíni mo lè ṣe láti dẹ́rọ́ ọ májèlé ti ọkọ mi ti jẹ?
480,"“Please, help me my mother.”","Ẹ jọ̀wọ́, ẹ ràn-mí-lọ́wọ́ Ìyá mi."
481,This woman is begging with tears in her eyes.,Ọmọbirin yìí ń bẹ̀bẹ̀ pẹ̀lú omijé lójú.
482,The mother answered her: “Do not be scared my child.,"Ìyá a rẹ̀ dá a lóhùn: ""Má bẹ̀rù ọmọ ọ mi."
483,What I gave you is not poison but just mere powder for good health.,Ohun tí mo fún ọ kì í ń ṣe májèlé bikòṣe ẹbu a mára jí pépé lásán.
484,"Without lying to you, you are the poison that is killing your husband gradually with trouble, quarrel, hardened heart, temperament, and not overlooking things.","Kí n máà parọ́, ìwọ ni májèlé náà tó ò ń pa ọkọ ọ rẹ díẹ̀díẹ̀ pẹ̀lú wàálà, ìjọ̀ngbọ̀n, agídí ọkàn, àfojúdi, ìgbónára, àti àìlámòjúrò."
485,"When you begin to show him love, when you give him regards, when you put him in high esteem before he will become a good husband.","Nígbà tí o bá bẹ̀rẹ̀ sí ní nífẹ̀ẹ́ rẹ̀, tí ò ń bu ọlá á fún-un, tí o sì mọ rírì i rẹ̀ ni yóò tò ó ṣẹ̀ṣẹ̀ padà di ọkọ rere lójú u rẹ̀."
486,Men are not as wicked as we women think. Mother spoke.,Ọkùnrin kò fi bẹ́ẹ̀ burú bí àwa obìnrin ti ṣe lérò. Ìyá sọ̀rọ̀.
487,But the way we engage with them is the reason or example of how they will live with us.,Ṣùgbọ́n ọ̀nà tí à ń gbà láti bá wọn lò ló ń ṣe okùnfà tàbí àpèjúwe ìgbé ayé tí wọn yóò gbé pẹ̀lú u wa.
488,"A woman, that can respect, use her body to work, has true love, show care to her husband, her husband too in return will show her love in all ramifications.","Obìnrin, tí ó bá lè tẹríbà, fi ara a rẹ̀ jì, ni ìfẹ́ tòótọ́, mọ pẹ́pẹ́fúrú ú ṣe sí ọkọ ọ rẹ, ọkọ ọ rẹ alára ti ṣetán ni gbogbo ọ̀nà láti fi ìfẹ́ bá ọ lò."
489,"In conclusion, I hope that this will work for over 40 percent of men with prayers, patience and overlooking things.","Ni parí, mo lérò wípé èyí yóò ṣiṣẹ́ fún ìdá ọgọ́rin ọkùnrin pẹ̀lú àdúrà, sùúrù àti àmójúkúrò."
490,"Listen, does the Yorùbá race know the Supreme Being or they don’t?","Ẹ gbọ́, ṣé ìran Yorùbá mọ Ọlọ́run àbí a ò mọ̀ ọ́n? "
491,"They say that speaking and confirming it is the bone of truth, father of liar is anyone that says that we do not know God until the foreign religions became a culture.","Wọ́n ní ká sọ̀rọ̀ ká bá a bẹ́ẹ̀ ni eegun òótọ́, baba òpùrọ́ ni ẹni náà tí ó sọ wípé a ò mọ Ọlọ́run àyàfi ìgbà tí ẹ̀sìn òkèèrè di àṣà. "
492,"There is nothing in our tradition that is of no good, that we cannot be proud of in the society of children of God, liars say that as we are dark in the face, so we are dark in the heart and in the brain, because of his own love, liar used deceit to call us the name that is not ours.","Kò sí nkan nínú ìṣe wa tí ó sunwọ̀n, tí a lè fi ìwúríi rẹ̀ yangàn láwùjọ ọmọ Ọlọ́run, purọ́ purọ́ wọn ní bí a ṣe dúdú lójú, la dúdú lọ́kàn àti lọ́pọlọ, torí ìfẹ́ ara ti rẹ̀, èké fi àgálámàṣà sọ wá lórúkọ tí a ò jẹ́. "
493,"They dyed black, they called it white, they use paint to paint the root of the knowledge that originated in this land (Africa), they renamed the characters of historical events that we participated in another name.","Wọ́n pa dúdú láró, wọ́n ní funfun ni, wọ́n fi esé sé ìmọ̀-ìpilẹ̀ṣẹ̀ ohun gbogbo tí ó ṣẹ̀ nílẹ̀ yìí (Adúláwọ̀), wọ́n fún ẹ̀dá ìtàn ìṣẹ̀lẹ̀ mánigbàgbé tí a kópa nínú u rẹ̀ lórúkọ mìíràn. "
494,"Disorganisers turned history upside down. The result of their deception is the reason why they say that we do not know God until they arrive, this is how they used religion to enslave one, they call father guinea corn, they called Èṣù our deity Satan.","Màdàrú dojú ìtàn kodò. Arapa ète wọn náà ló fà á tí wọ́n fi ní a ò mọ Ọlọ́run káwọn ó tó dé, báyìí ni wọ́n ṣe fi ẹ̀sìn mú ni sìn, bàbá ni wọ́n pè bàbà, wọ́n pe Èṣù ní Sátánì fún wa. "
495,"I have one question for thinkers, if truelly we do not know God the King Owner-of-the-universe Omnipresent, then why do we have such names in the African vocabulary?","Mo ní ìbéèrè kan fún aláròjinlẹ̀, bí ó bá jẹ́ wípé a kò mọ Ọlọ́run Ọba Olódùmarè Atẹ́rẹrẹ-káyé, báwọ̀ la ṣe ní irú orúkọ wònyí nínú ìfọ̀ èdè abínibíì wa nílẹ̀ Adúláwọ̀? "
496,"Do you know that it is this God of Heaven and Earth who has the most name, every tongue has a name for Him?","Ǹjẹ́ ìwọ́ mọ̀ wípé Ọlọ́run Ilẹ̀ àti Òkè yìí ló lórúkọ tó pọ̀ jù lọ, gbogbo ahọ́n ló ní orúkọ tí ó mọ̀ Ọ́n mọ́? "
497,"If we break it down and rearrange it, Owner-of-heaven; Oní-Ọ̀run. It is elision of words in Oní-Ọ̀run makes it Ọlọ́run.","Ká dà á sílẹ̀ kí a tún un ṣà, O-Ní-Ọ̀-Run; Oní-Ọ̀run. Ìpàrójẹ tó dé bá Oní-Ọ̀run ni ó fi di Ọlọ́run. "
498,"We are certain, there is heaven, we also know that heaven existed before earth came to being, we do not say that we do not know that there is a soul mightier than all souls, we know heaven is his resident.","A mọ́ dájú bí ọṣẹ pé, ọ̀run ń bẹ, a sì mọ̀ wípé ọ̀run ti ń bẹ kí ayé ó tó mọ́ ọ bẹ, a ò lá ò mọ̀ wípé ẹ̀mí kan ń bẹ tó ju ẹ̀míkẹ́mìí lọ, a mọ̀ pé ní ọ̀run ni ibùdóo Rẹ̀. "
499,We know that the Owner-of-the-Universe is the king and controller of heaven and earth.,A mọ̀ wípé Olódùmarè ni ọba aláṣẹ lọ́run àti láyé.
500,His authority makes everything come to being.,Àṣẹ rẹ̀ ni ohun gbogbo fi ń bẹ.
501,"It is in the hands of the Owner-of-heaven Owner-of-the-universe that everything came to earth, it is with His knowledge that things on earth came to be.","Ọwọ́ Ọlọ́run Olódùmarè ni ohun gbogbo ti wá sáyé, mímọ̀ọ́nṣe rẹ̀ ni ohun gbogbo fi ń bẹ láyé."
502,"In the exoteric Ifá Ọ̀yẹ̀kú Mogbè corpus, Ifá says","Nínú Odù Ifá Ọ̀yẹ̀kú Mogbè, Ifá ní"
503,"“The earth is a market, heaven is home, cast Ifá for the Owner-of-the-universe, if you get to earth, if you forget heaven, Earth is a market, heaven is the home of everybody, you will report, what you saw.”","“Ayé lọ́jà, ọ̀run nílé, a díá fún Olódùmarè baba atáyé mátu, bẹ́ ẹ délé ayé, bẹ́ ẹ gbàgbé ọ̀run, Ayé lọ́jà, ọ̀run nilé ẹ̀yin èrò, ẹ ó jíyìn, ẹ ó jábọ̀, ohun tí ẹ rí.”"
504,An explanation of how the Owner-of-heaven Owner-of-the-universe created earth just like a market which humans visit is what this Ifá verse is saying.,Alààyè bí Ọlọ́run Olódùmarè ṣe dá ayé gẹ́gẹ́ bí ọjà tí ọmọ aráyé wá ná ni ẹsẹ̀ Ifá yìí ń sọ fún wa.
505,"When the Owner-of-the-universe sent Ọ̀rúnmìlà to earth, he scattered wisdom on earth, some people saw the wisdom that the Owner-of-the-universe scattered all over the earth, they picked it.","Nígbà tí Elédùà rán Ọ̀rúnmìlà wá sáyé, ó da ọgbọ́n sílé ayé, àwọn kan rí ọgbọ́n tí Olódùmarè fún Ọ̀rúnmìlà láti dà sílẹ̀ láyé, wọ́n sì ṣà á. "
506,"He-sees-it-to-pick, one who sees wisdom to pick on earth, he that performed greatly while on earth, becomes òrìṣà that men venerate after death.","Ó-rí-i-ṣà, ẹni tí ó rí ọgbọ́n ṣà nílé ayé, tí ó dábírà nígbà tí ó ń bẹ lórí lẹ̀ alàyè, ni ó di òrìṣà ténìyàn ńbọ lẹ́yìn ikú."
507,"Their attitude, their behaviour, their character and ways of life is what human beings want to imitate.","Ìwà wọn, ìwùwàsí wọn, ìṣe wọn àti ìgbé ayé wọn ni àwọn èèyàn abìdíyànyàn ma ń fẹ́ wò kọ́ ṣe. "
508,"In Yorùbáland, the wise one are accorded respect, including brave and warriors, hunters, men of mysteries and everyone that is a professional is given reverence.","Ní ilẹ̀ Yorùbá, àwọn ọlọ́gbọ́n inú ẹ̀dá ni a máa ń gbóríyìn fún, pẹ̀lú àwọn akínkanjú èèyàn àti akọni jagunjagun, ọdẹ, awo tí ó gbójú gbóyà tí ó dájú nínú iṣẹ́ẹ rẹ̀."
509,"In the ancient times, Yorùbáland has enormous number of intelligent men whose understanding of the world cannot be underestimated.","Láyé àtijọ́, ilẹ̀-kú-oótù-o-ò-jí-ire kún fún ènìyàn ọlọ́pọlọ pípé tí òye wọn kọ já sísọ. "
510,"The wonderful works that these ones left on earth make people call on them for assistance, advice and they see them as one to emulate. ","Iṣẹ́ tí àwọn wọ̀nyìí ṣe sílẹ̀ lọ́jọ́ ayé ló sọ wọ́n di ẹni tí ọmọ aráyé ń ké pè fún ìrànlọ́wọ́, ìmọ̀ràn tí wọ́n sí wóò láwò kọ́ṣe. "
511,"Because of the great works embarked upon by people like these, gave birth to the believe that the soul of the Owner-of-the-universe resides with anybody that shows extravagant character that they are yet to encounter before.",Torí iṣẹ́ takuntakun ọwọ́ọ irú àwọn ènìyàn báwọ̀nyìí ní i má ńmú kí àwọn ọmọ Yoòbá ní gbàgbọ́ pé ẹ̀mí Elédùmarè wà ńnú ẹni kẹ́ni tí í ba ṣe nǹkan àràmàndà tí wọn kò rí rí.
512,"They saw that, the authority of the Leader of heaven lives with such persons.","Wọ́n ríi pé, àṣẹ Ọlọfin ọ̀run ń gbé pẹ̀lú wọn. "
