,English,Yoruba
1898,Watching is enough for a spectacle.,Wíwòó tó ìran.
1899,“Demolish your house and I will help you rebuild it”: he will give one only one bundle of thatching grass.,“Wó ilé ẹ kí ń bá ọ kọ”: ẹrù ikán kan ní ńpa fúnni.
1900,"The greedy person fed to satiation, and he summons his friends.","Wọ̀bìàá yó tán, ó pe ẹgbẹ́ ẹ̀ wá."
1901,"People said, “Ìbàrìbá person, you child stole something.” She responds, “That he stole something I can understand, but I cannot understand the rope around his neck.”","Wọ́n ní,; “Ìbàrìbá, ọmọ ẹẹ́ jalè.” Ó ní “A gbọ́ tolè tó jà; èwo lokùn ọrùn-un ẹ̀'?”"
1902,People lie to you and you do not accept the lie; can you ever know what the truth is?,"Wọ́n purọ́ fún ọ, o ò gbà; o lè dé ìdí òótọ́?"
1903,Because the dog sits on its haunches they went and spent their money on purchasing a monkey.,Wọ́n torí ajá ń lóṣòó lọ fowó rọ̀bọ.
1904,The leopard's stealthy gait is not a result of cowardice; it is simply stalking a prey.,"Yíyọ́ ẹkùn, tojo kọ́; ohun tí yó jẹ ní ń wá."
1905,"All your strutting and bragging, where is it now? The wife threw the husband down so hard that he grew a hump on his back.","Yọkọlú-yọkọlú, kò ha tán bí? Ìyàwó gbọ́kọ ṣánlẹ̀, ọkọọ́ yọké."
1906,"We lop off the hyena's right fore limb; we lop off the hyena's left hind limb; the question is, who will face it now?","A hán ìkokò lọ́wọ́ ọ̀tún, a hán ìkokò lẹ́sẹ̀ òsì; ó ku ẹni tí yó kò ó lójú."
1907,One should not attempt to scare an old “woman” with a huge penis.,A kì í dá ẹ̀rù okó ńlá ba arúgbó.
1908,One does not fall from a prone position.,A kì í dùbúlẹ̀ ṣubú.
1909,One is never so fortunate at daily thievery that it matches owning one's own things.,A kì í fi ojoojúmọ́ rí olè jà kó dà bíi tọwọ́ ẹni.
1910,One never trades with other people's eyes and profit.,A kì í fi ojú olójú ṣòwò ká jèrè.
1911,One does not easily or casually take the child from the palm-nut.,A kì í fi ojúbọ́rọ́ gba ọmọ lọ́wọ́ èkùrọ́.
1912,One does not hear the thud of a falling leaf.,A kì í gbọ́ “gbì” ìràwé.
1913,"One does not, despite knowing where one is going, suffer a constricted neck from one's heavy load.",A kì í mọ ibi tí à ńlọ kí ọrùn ó wọ ẹni.
1914,"One does not say there is a time for the market; if it were so, why would people continuously patronize it?","A kì í sọ pé ọjàá nígbà; bó bá nígbà, kíníṣe tí wọ́n tún ńná a?"
1915,One does not carry the ọ̀jẹ̀ masquerade and yet affect bashfulness; the mendicant's eyes must always be like flint.,A kì í ṣe ọ̀jẹ̀ ṣe ojú tì mí; konko lojú alágbe.
1916,One does not conduct one's feud with an animal in a half-hearted manner; if one finds a snail one hits it with a matchet.,A kì í ṣe ọ̀tẹ̀ eranko gán-ń-gán; bí a bá he ìgbín àdá là ń nà á.
1917,One does not scratch the ground for the chicken to find food.,A kì í walẹ̀ fún adìẹ jẹ.
1918,The more one weeds ẹ̀kukù the more it sprouts leaves; the more one tramples aṣẹro the more it grows; the more one rails against Ògún the more he thrives.,"À ń pa ẹ̀kukù, ẹ̀kukù ń rúwé; à ń yan nínú aṣẹro, aṣẹro ń dàgbà; à ń kébòsí Ògún, ara Ògún ń le."
1919,"We make circles round the mahogany bean tree, but it is too much to handle; we make circles around the baobab tree, but it is too much to handle; we makes circles around the well, but it is nothing to jump into in anger.","À ń pòyì ká apá, apá ò ká apá; à ń pòyì ká oṣè, apá ò ká oṣè; à ń pòyì ká kànga, kò ṣé bínú kó sí."
1920,“We know not what God will do” keeps one from committing suicide.,“A ò mọ̀yí Ọlọ́run yó ṣe” kò jẹ́ ká bínú kú.
1921,A giant rat is killed on an okra farm and thrown it into a sack containing okra leaves; the giant rat has arrived at its home.,"A pa ẹmọ́ lóko ilá, a jù ú sí ọ̀kẹ́ ìlasa; ilé ẹmọ́ lẹmọ́ lọ."
1922,The needle will pass before the way of the thread is blocked.,Abẹ́rẹ́ á lọ kí ọ̀nà okùn tó dí.
1923,He who summons others to render him communal help seeks enemies.,Abẹ̀wẹ̀ ń wá ọ̀tá fúnra ẹ̀.
1924,"Nursing mother, enemy of the barren woman; working person, enemy of the idler.",Abiyamọ ọ̀tá àgàn; ẹní ń ṣiṣẹ́ ọ̀tá ọ̀lẹ.
1925,The pregnant woman delivered; her sides are much eased.,"Aboyún bí, ìhá tù ú."
1926,"Bat, who slept by the orange tree, found no orange to pick, let alone parrot who said it came over very early at dawn.","Àdán tó sùn sídìí ọsàn ò rí he, áḿbọ̀sì oódẹ tó ní òún jí dé."
1927,Adékànḿbí is not contesting a title; he is merely asking a question.,Adékànḿbí ò du oyè; ó bèèrè ni.
1928,The aftertaste of the bitterleaf is sweet.,Adùn ní ń gbẹ̀yìn ewúro.
1929,"One's delight in a cloth costing a hundred and forty cowries is over; one spreads it out to show to seven people, one finds seven lice, and on the seventh day it is torn.",Adùn-ún tán lára aṣọ ogóje; a nà án han ẹni méje; a bẹ̀ ẹ́ wò a rí iná méje; ó di ọjọ́ keje ó fàya.
1930,He-who-eats-corn-meal-with-bean-fritters does not know the virtues of stew.,A-fàkàrà-jẹ̀kọ́ ò mọ iyì ọbẹ̀.
1931,The wind does not blow against the liquid inside a coconut and cause it to spill.,Afẹ́fẹ́ kì í fẹ́ kí omi inú àgbọn dànù.
1932,Glaring wildly does not bespeak manliness.,Àfẹjútoto ò mọ ọkùnrin.
1933,Blowing from all directions is how one blows at a fire “to kindle it”.,Àfẹ́ká là ń fẹ́ iná.
1934,The Catholic missionary is not in the pay of the British administration.,Àgùdà ò jẹ lábẹ̀ẹ Gẹ̀ẹ́sì.
1935,It is an elder who lacks the authority to send a child on an errand who tells the child to go fetch water so they could drink it together.,Àgbà tí kò tó ọmọdéé rán níṣẹ́ ní ńsọ pé kó bu omi wá ká jo mú.
1936,A foster child does not become one's own child.,Àgbàbọ́ ò di tẹni.
1937,"Borrowed trousers, if they are not too tight around the legs, they will be too loose; one's own things fit one exactly.","Àgbàbọ̀ọ ṣòkòtò, bí kò fúnni lẹ́sẹ̀ a ṣoni; rẹ́mú-rẹ́mú ni ohun ẹni ń bani mu."
1938,It is completely that smoke fills the forest.,Àgbàká lèéfí ń gba igbó.
1939,It is completely that the feet take over a path.,Àgbàká lẹsẹ̀ ńgba ọ̀na.
1940,"Despite all difficulties, the animal àgbaǹgbá sprouts prominent horns on its head.","Àgbaǹgbá ṣe bẹ́ẹ̀, ó làwo lórí san-san."
1941,It is not the flood that will make away with the river.,Àgbàrá kọ́ ni yó gbèé omi lọ.
1942,It is completely that goitre takes over the neck.,Àgbàtán ni gẹ̀gẹ̀ńgba ọ̀fun.
1943,A farmer remains on the farm and sees the moon.,Àgbẹ̀ gbóko róṣù.
1944,"Groaning-internally is how an antelope groans; rumbling-internally is how a leopard rumbles, the grunts of a pig stay inside the pig.",Àgbinsínú legbin ń gbin; àkùnsínú lẹkùn ń kùn; hùn hùn hùn ẹlẹ́dẹ̀ inú ẹlẹ́dẹ̀ ní ń gbé.
1945,He-who-places-his-hopes-on-inheritance delivers himself to destitution.,Agbójúlógún fi araa rẹ̀ fóṣì ta.
1946,"Baying-and-surviving is the fate of the deer; whenever a deer bays, on that day its death is averted.",Àgbólà ni tàgbọ̀nrín; ọjọ́ tí àgbọ̀nrín bá gbó ni ọjọ́ ikúu rẹ̀ ń yẹ̀.
1947,Not standing still is what is described as dancing.,Àìdúró là ń pè níjó.
1948,It is not-having-attained-the-age-for-losing-one's-teeth that makes one cover (the mouth) with one's hand.,Àìtó eyín-ín ká ni à ń fọwọ́ bò ó.
1949,A domesticated dog does not know how to hunt.,Ajá ilé ò mọdẹẹ́ ṣe.
1950,The snare does not snare a cat's paw.,Àjà kì í jìn mọ́ ológbò lẹ́sẹ̀.
1951,A dog that will chew dried corn must be brave; a cat that will eat a frog will dip its face in water.,Ajá tó máa rún ọkà á láyà; ológbò to máa jẹ àkèré á ki ojú bọ omi.
1952,It is an agile dog that kills a squirrel.,Ajá wéré-wéré ní ń pa ikún.
1953,The dog looks at birds with eyes full of disdain.,Ajá wo ẹyẹ láwòmọ́jú.
1954,Wealth throws a person away like a stone.,Ajé sọ ọmọ nù bí òkò.
1955,Eating without adverse effects is the vulture's way of consuming sacrificial offerings.,Àjẹgbé nigún ń jẹbọ.
1956,"You who have fallen into the dungeon, do not be impatient to arrive home; when the toad drops into a pit it cannot be impatient to get out.","Ajìnfìn, má ta ojú ilé; ọ̀pọ̀lọ́ jìnfìn má ta ojú àtijáde."
1957,The sit-tight person denies the tentative sitter a place.,A-jókò-ó-kunkun ò jẹ́ kí a-jókòó-jẹ́jẹ́ ó jókòo.
1958,Familial obligations do not extend to diseases; let each person look well to his or her arms.,Àjùmọ̀bí ò kan ti àrùn; kí alápá mú apáa rẹ̀ kó le.
1959,He-who-plucks-the-African-locustbean-tree-seeds-to-sell spends death's money.,A-ká-ìgbá-tà-á náwó ikú.
1960,The arrow for a warthog is a major project; an ordinary poison has no effect on the cat.,Àkànṣe lọfà ìmàdò; jagan oró ò ran èse.
1961,Scorpion says that its status transcends what-type-of-insect-is-this?,Àkèekèé ní òún kúrò ní kòkòròo kí nìyí?
1962,The scorpion travels accompanied by venom.,Àkèekèé rìn tapó-tapó.
1963,"For the exceptionally brave person the proper profession is warring; for the gregarious person, trading; the illustrious he-goat, even when it is poor, finds enough to eat.","Akíkanjú-kankan, ogun ní ń lọ; abùwàwà, ọjà ní ń ná; àkànní òbúkọ, bó bá tòṣì a máa rí jẹ."
1964,It is completely that goitre takes over the throat.,Àkótán ni gẹ̀gẹ̀ ń kó ọ̀fun.
1965,"The cock crows, and the lazy person hisses.","Àkùkọọ́ kọ, ọ̀lẹẹ́ pòṣé."
1966,The chameleon has given birth to its young; inability to dance is the responsibility of the child.,Alágẹmọọ́ ti bímọọ rẹ̀ ná; àìmọ̀-ọ́jó kù sọ́wọ́ọ rẹ̀.
1967,She who borrows a wrapper-skirt to wear is not home free; the owner of the cloth will take it back come tomorrow.,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.
1968,A person with cross-bows in his eyes cannot kill an animal.,Alákatam̀pò ojú ò lè ta ẹran pa.
1969,"The lizard that fell from atop the ìrókò tree without breaking its limbs says if no one admires his feat, he will do the admiring himself.","Aláǹgbá tó já látorí ìrókò tí kò fẹsẹ̀ ṣẹ́, ó ní bẹ́nìkan ò yìn un òun ó yinra òun."
1970,It is the owner of the body that elevates the body; when a chicken wishes to enter the porch it stoops.,Alára ní ńgbáraá ga; bádíẹ́ bá máa wọ̀ọ̀dẹ̀ a bẹ̀rẹ̀.
1971,"He-who-can-fight-but-cannot-fight-for-long, the equal of a coward.","A-lèjà-má-lè-jà-pẹ́, ẹlẹgbẹ́ ojo."
1972,The lump is only the head's visitor.,Àlejò orí ni kókó.
1973,One's arms are one's relatives; one's elbows are one's siblings by the same mother.,Apá lará; ìgbọ̀nwọ́ niyèkan.
1974,The potsherd lives on the farm but does not decay.,Àpáàdìí gbóko kò rà.
1975,Killing-without-recourse is Orò's way of killing trees.,Àpagbé lOrò ń pagi.
1976,It is a bald person that may be disdainful of the razor.,Apárí ní ń fojú di abẹ.
1977,A person who waits patiently for a long time before eating will not eat unwholesome food.,Apẹ́ẹ́jẹ kì í jẹ ìbàjẹ́.
1978,Scooping a spring dry does not stop more water from collecting.,Àpọntán kò wí pé kí odò má sun.
1979,A body cannot be too heavy for the owner to lift.,Ara kì í wúwo kí alára má lè gbe.
1980,"My body can endure chills, and can endure coldness.","Araà mí gba òtútù, ó gba ọ̀nini."
1981,The huge sik-cotton tree belittles the axe.,Àràbà ńlá fojú di àáké.
1982,A subordinate military officer who is audacious is the equal of his superior.,"Ààrẹ àgòrò tó bá gbójú, tòun tolúwa rẹ̀ lẹgbẹ́ra."
1983,Having an opportunity to act is also having an opportunity to tell stories.,Àríṣe làríkà.
1984,It is only the noise of the whirlwind that reaches heaven.,Ariwo àjìjà ní ń dọ́run.
1985,Àro stayed so long on the farm that he forgot how to beat the drum.,"Àroó pẹ́ lóko, kò tún mọ ìlùú lù."
1986,It is the person in a hurry who studies the complexion of the day.,Asúrétete ní ń wojú ọjọ́.
1987,"The kite does not snatch chicks in secret, it snatches them openly.",Àṣá ò gbádìẹ níkọ̀kọ̀; gbangba làṣá ń gbádìẹ.
1988,The kite cannot swoop down and carry off a goat.,Àṣá ò lè balẹ̀ kó gbéwúrẹ́.
1989,"The kite looks long at the tortoise; the eagle looks long at the tortoise; what can the hawk, father of the kite, do to the tortoise?","Àṣá wo ahun títí; àwòdí wo ahun títí; idì baba àṣá, kí ló lè fi ahun ṣe?"
1990,"The kite looks slyly at the snail, but its shell stops the bird from snatching it.",Àṣá wo ìgbín kọ̀rọ̀; ìkaraun-un rẹ̀ ò jẹ́ kó gbé e.
1991,The kite watches the monkey but has no hands to carry it off.,Àṣá wọ̀bọ kò rọ́wọ́ gbé e.
1992,The secrets of the hyena's being will not be revealed through the actions of the dog.,"Àṣírí ìkokò, ajá kọ́ ni yó tùú u."
1993,One's palm does not deceive one.,Àtẹ́lẹwọ́ ẹni kì í tanni.
1994,The space is never so tight that a chicken will not be able to reach its incubating nest.,Àyè kì í há adìẹ kó má dèé ìdí àbaa rẹ̀.
1995,"The more one peels the bark of the baobab, the fatter it becomes.","Bí a bá ń pa èpo oṣè, ṣe ní ń máaá sanra sí i."
1996,"If one does not experience enough suffering to fill a basket, one cannot enjoy enough good to fill a cup.",Bí a kò bá jìyà tó kún agbọ̀n; a ò lè jẹ oore tó kún ahá.
1997,If one does not act like a pig on the way to Ikòròdú one cannot act like Adégbọrọ̀at the king's market.,"Bí a kò bá ṣe bí ẹlẹ́dẹ̀ lọ́nà Ìkòròdú, a ò lè ṣe bí Adégbọrọ̀ lọ́jà ọba."
1998,"If a lazy person is suffering from hunger, he/she should be left to die.","Bí ebí bá ń pa ọ̀lẹ, à jẹ́ kó kú."
1999,"If a poor person's forked stake is not long enough in the morning, it will be long enough at night.","Bí ẹkẹ́ẹ tálákà ò tó lówùúrọ̀, á tó lálẹ́."
2000,"If a person does not extend greetings to one, God's greetings are worth more than two hundred peoples'.","Bí ẹnìkan ò kíni “Kú-ù-jokòó,” kíkí Ọlọ́run-ún ju ti igba èèyàn lọ."
2001,A slave that would eat intestines must begin with the liver.,"Bí ẹrú yó bàá jẹ ìfun, ibi ẹ̀dọ̀ níí tí ń bẹ̀rẹ̀."
2002,"When the cub becomes a grown leopard, it kills animals for food.","Bí ẹ̀yá bá dẹkùn, ẹran ní ńpajẹ."
2003,"If the pedigree is bent, if the pedigree is crooked, each person will play the father in his own home.","Bí ìbí bá tẹ̀, bí ìbí bá wọ́, oníkálukú a máa ṣe baba nílé araa rẹ̀."
2004,When day breaks the lazy person will still be asleep.,"Bí ilẹ̀ẹ́ bá mọ́, ojú orun lọ̀lẹ ń wà."
2005,"If lice are not completely gone from one's clothings, one's nails will not be free of blood.","Bí iná kò bá tán láṣọ, ẹ̀jẹ̀ kì í tán léèékánná."
2006,"If a youth is in the grips of excessive privations, he should go after an elephant; if he kills an elephant his privations will be over; if an elephant kills him, his privations will be over.","Bí ìṣẹ́ bá ń ṣẹ́ ọ̀dọ́ láṣẹ̀ẹ́jù, kó lọ sígbó erin; bó bá pa erin ìṣẹ́ẹ rẹ̀ a tán; bí erín bá pá a, ìṣẹ́ẹ rẹ̀ a tán."
2007,"If one cannot go forward, one will be able to retreat.","Bí iwájú ò bá ṣeé lọ sí, ẹ̀yìn a ṣeé padà sí."
2008,"However numerous the cattle might be, it is with only one staff that the Fulbe man herds them.","Bí màlúù tó màlúù, ọ̀pá kan ni Fúlàní fi ń dà wọ́n."
2009,“If I must die let me die” is what makes a man strong; “I simply will not court death” is what makes a man lazy or cowardly.,“Bí mo lè kú ma kú” lọmọkùrín fi ń lágbárá “N ò lè wáá kú” lọmọkùnrín fi ń lẹ.
2010,"However long it may take, the stammarer will eventually say, “Father.”","Bí ó pẹ́ títí, akólòlò á pe baba."
2011,"In time, a sojourner becomes a native.","Bí ó pẹ́ títí, àlejò á di onílé."
2012,One practices one's Islam as one pleases; if the Imam wishes he may break his fast with pork.,Bí ó ti wuni là ń ṣe ìmàle ẹni; bó wu Lèmó̩mù a fẹlẹ́dẹ̀ jẹ sààrì.
2013,"If one is sure of one's Ògún cult object, one taps ones head with it.","Bí Ògún ẹní bá dánilójú, à fi gbárí."
2014,"If one's eyes do not become as red as camwood stain, one does not come by something as red as brass.","Bí ojú kò pọ́nni bí osùn, a kì í he ohun pupa bí idẹ."
2015,"If what one bought for one's money does not fill one, the little extra thrown into the bargain will not.","Bí ojú owó ẹni ò yóni, ènì ò lè yóni."
2016,"When day dawns the cattle egret makes for the home of the dealer in chalk, the blue touraco heads for the home of the indigo dealer, the purple àlúkò bird seeks out the dealer in camwood resin.","Bí ojúmọ́ mọ́ lékèélékèé a yalé ẹlẹ́fun, agbe a yalé aláró, àlùkò a yalé olósùn."
2017,"If the hand does not cease going down and going to the mouth, satiation results.","Bí ọwọ́ kò sin ilẹ̀, tí kò sin ẹnu, ayo ní ń jẹ́."
2018,"Even though Ṣango kills the silk-cotton tree and kills the ìrókò tree, no such fate can befall the huge tree.","Bí Ṣàǹgó bá ńpa àràbà, tó ń pa ìrókò, bíi tigi ńlá kọ́."
2019,Dàńdógò is not a garment for the young.,Dàńdógó kì í ṣe ẹ̀wù ọmọdé.
2020,One should give everything a try; if one's owner dies one goes to claim his wife.,"Dídán là ń dán ọ̀ràn wò; bí olówó ẹní kú, à lọ ṣúpó."
2021,A perpetually shining appearance is what chracterizes the pigeon even until death.,Dídán lẹyẹlé ń dán kú.
2022,It is bit by bit that rats eat leather.,Díẹ̀-díẹ̀ leku ń jawọ.
2023,It is bit by bit that a bird eats an orange.,Díẹ̀-díẹ̀ lẹyẹ ń mu ọsàn.
2024,Gradual efforts complete a task.,Díẹ̀-díẹ̀ ní ń tánṣẹ́.
2025,The talking drum endures all matters without complaint.,Dùndún fọ̀ràn gbogbo ṣàpamọ́ra.
2026,A single heap on the farm does not warrant “I am just about done.”,Ebè kan ṣoṣo àkùrọ́ kúrò ní “Mo fẹ́rẹ̀ẹ́ ṣíwọ́.”
2027,It is hunger that will force sense into the imbecile.,Ebi ni yó kọ̀ọ́ wèrè lọ́gbọ́n.
2028,"The snake is hungry, and the tortoise saunters by.","Ebí ń pa ejò, ahún ń yan."
2029,Hunger keeps one from folding one's hands; hunger causes the mouth “or cheeks” to shrink.,Ebi ò jẹ́ ká pa ọwọ́ mọ́; ebí ṣenú papala.
2030,Insults do not attach to one's body like pods.,Èébú kì í so.
2031,No charm can act upon the day and keep it from dawning.,Èdì kì í mú ọjọ́ kó má là.
2032,The masquerader who is accustomed to eating horse heads will not be daunted by ram heads.,"Eégún tí ń jẹ orí ẹṣin, orí àgbò ò lè kò ó láyà."
2033,Okro that has gone fibrous has delivered itself from the knife.,Èkó ilá gba ara ẹ̀ lọ́wọ́ ọ̀bẹ.
2034,Being bothered by sandflies is no misfortune.,"Èminrin ń jẹni, kò tó ìyà."
2035,An angry curse does not kill an enemy.,Èpè ìbínú ò pa odì.
2036,The curses of okro leaves do not affect the deer.,Èpè ìlasa kì í ja àgbọ̀nrín.
2037,Creeping weeds cannot kill the silk rubber tree.,Èpò ìbúlẹ̀ kì í pa irẹ́.
2038,The elephant forages a long time without cutting its hand on a spear; the buffalo forages a long time without falling into a trap; numerous small birds fly across the sky without colliding with trees.,Erín jẹ̀ jẹ̀ jẹ̀ kò fọwọ́ kọ́ aṣá; ẹ̀fọ́n jẹ̀ jẹ̀ jẹ̀ kò ki ẹsẹ̀ wọ pòòlò; ẹyẹ kékéèké ń fò lókè wọn ò forí gbági.
2039,Error does not await the king before it dons a crown; Ogunṣọṣẹ  does not wait for the sun before it dons a bloody cloak; the flower does not wait for the sun before it brightens; brightness comes with the child from its house.,Èṣì ò rọ́ba dádé; Ògúnṣọṣẹ́ ò róòrùn wẹ̀wù ẹ̀jẹ̀; òdòdó ò róòrùn pọ́n; ilé ọmọ lọmọ́ ti pọ́n wá.
2040,"The fly is procuring wine while the worm is cooking bean-meal, and the sugar-fly asks them to find something to cork the gourd so nothing would enter into it.",Eṣinṣín ń pọntí; ekòló ń ṣú ọ̀lẹ̀lẹ̀; kantí-kantí ní ká wá nǹkan dí agbè lẹ́nu kí nǹkankan má kòó sí i.
2041,"The locusts are done feeding, the locusts have departed; the locusts have gone to Wata, their home.","Eṣú jẹ oko tán eṣù lọ; eṣú lọ Wata, ilée rẹ̀."
2042,As far as the broom is concerned it is taboo: one does not make kindling of broomsticks.,Èèwọ̀ ni tọwọ̀; a kì í figi ọwọ̀ dáná.
2043,The African black kite is never killed in a brushfire emergency.,Ewu iná kì í pa àwòdì.
2044,"The goat is celebrating an event, the sheep is in a procession with drums, and the he-goat asks to be accompanied to its in-law's home.","Ewúrẹ́ ń ṣọdún, àgùtán gbàlù sẹ́yìn, òbúkọọ́ ní ká sin òun lọ sílé àna òun."
2045,A goat can in no wise take the fig tree's leaves aloft for any purpose.,Ewúrẹ́ ò lè rí ewé ọdán òkè fi ṣe nǹkan.
2046,The bitter-leaf did not become bitter as a result of cowardice.,Ewúro ò fi tojo korò.
2047,"Whether a person be short or ugly, if there is no debt, there can be no disgrace.","Èèyàn ìbáà kúrú, ìbáà búrẹ́wà, gbèsè ò sí, ìtìjú ò sí."
2048,The consumption of sacrificial offerings will not kill the vulture.,Ẹbọ jíjẹ kì í pa igún.
2049,A thousand ants cannot lift “a cube of” sugar; they can only mill around it in vain.,Ẹgbẹ̀rún eèrà ò lè gbé ṣúgà; wọ́n ó kàn tò yí i ká lásán ni.
2050,A thousand fishes will not overload a river.,Ẹgbẹ̀rún ẹja ò lè dẹ́rù pa odò.
2051,A cat's back never touches the ground.,Ẹ̀yìn ológbò kì í balẹ̀.
2052,"The lawyer argues other people's cases, much more his own.","Ẹjọ́ ẹlẹ́jọ́, lọ́yà ń rò ó, áḿbọ̀ǹtorí ẹjọ́ araa rẹ̀."
2053,An apprehender does not apprehend a masquerader.,Ẹlẹ́mùn-ún ò mú eégún.
2054,"The larkheeled Cuckoo vows that rather than not being delicious in the stew, it will crush its arms and legs in pursuit of that end.","Ẹ̀lúlùú ní kàkà kí òun má dun ọbẹ̀, òun á rúnwọ rúnsẹ̀ sí i."
2055,It is the Ẹ̀lukú masquerader without a matchete that is hacked to death by its colleagues.,Ẹ̀lukú tí kò ní èlè lẹgbẹ́ẹ rẹ̀ ń ṣá pa.
2056,Whoever has a job should not malinger; if Providence smiles on one one can hardly fail.,Ẹní bá ń ṣiṣẹ́ kì í ṣọ̀lẹ; bórí bá túnniṣe a kì í tẹ́ bọ̀rọ̀.
2057,Whoever is used to eating full-grown he-goats will eat lambs that have sprouted horns.,"Ẹní bá ń jẹ òbúkọ tó gbójú, yó jẹ àgùtàn tó yọ̀wo."
2058,The same person who weeds the road to Ìjẹ̀bú without carrying off the weeds will eventually remove them.,Ẹní bá yẹ ọ̀nà Ìjẹ̀bú tì ni yó yẹ̀ ẹ́ tán.
2059,The person who takes one's wife cannot stop one's locust bean seeds from fermenting.,Ẹní gbani láya ò ní kírú ẹni má rà.
2060,Whoever wishes to eat heartily must lock his door firmly.,Ẹní máa jẹun kunkun a tìlẹ̀kùn kunkun.
2061,Whoever wishes to see a crab go to sleep will stay long by its hole.,Ẹní máa rí àtisùn akàn á pẹ́ létí isà.
2062,Whoever will eat the honey in a rock does not worry about the edge of the axe.,Ẹní máa jẹ oyin inú àpáta kìí wo ẹnu àáké.
2063,Whoever wishes to see ducks go to sleep will go into debt paying for (fuel) oil.,Ẹní máa rí àtisùn-un pẹ́pẹ́yẹ á jẹ gbèsè àdín.
2064,Ògún is on the side of the swift.,Ẹní yára lÒgún ń gbè.
2065,Whoever is shunned by people should rejoice; whoever is shunned by God should look out.,Ẹni èèyàn ò kí kó yọ̀; ẹni Ọlọ́run ò kí kó ṣọ́ra.
2066,Whoever dies from poverty dies a miserable death; whoever dies from work dies a noble death.,Ẹni ọ̀lẹ́ paá re ọ̀run òṣì; ẹni iṣẹ́ paá re ọ̀run ẹ̀yẹ.
2067,"The person who plants a hundred yam seedlings and says he planted two hundred, after he has eaten a hundred truths, he will come to eat a hundred lies.","Ẹni tí ó gbin ọrún èbù tó pè é nígba, tó bá jẹ ọgọ́rùn-ún òtítọ́ tán, á wá jẹ ọgọ́rùn-ún irọ́."
2068,It is for the person who sweeps the floor that the floor is clean.,Ẹni tí ó gbálẹ̀ ni ilẹ̀ ń mọ́ fún.
2069,It is the industrious person that wins the spoils.,Ẹni tí ó bá ní ìtara ló ní àtètèbá.
2070,"The person being chased by a masquerader should persevere; just as an earthling tires, so does the being from heaven.","Ẹni tí eégún ń lé kó máa rọ́jú; bó ti ń rẹ ará ayé, bẹ́ẹ̀ ní ń rẹ ará ọ̀run."
2071,Whoever dives head first to the ground has made a creditable attempt at suicide.,Ẹni tí ó forí sọlẹ̀ẹ́ gbìyànjú ikú.
2072,A person fed by others is never aware that there is famine.,Ẹni tí à ḿbọ́ ò mọ̀ pé ìyàn-án mú.
2073,Whoever leaps up decapitates dance.,Ẹni tí ó fò sókèé bẹ́ ijó lórí.
2074,A person dying from overwork is better than a person dying of destitution.,Ẹni tí iṣẹ́ ń paá yá ju ẹni tí ìṣẹ́ ń pa.
2075,Those who arrive late are the ones who find the watery residue of the stew awaiting them.,Ẹni tí ó bá pẹ́ lẹ́yìn ni à ń yọ́ omi ọbẹ̀ dè.
2076,"The man who “claimed to have” killed six people during the Ọla war: people exclaimed in disbelief, “Ha, ha, ha!” He asked them to bring an ayò board, and he won six games. He said, if there were no witnesses for what happened in the secluded forest, aren't there witnesses for what happens in the house?","Ẹni tí ó pa mẹ́fà lógun Ọ̀la: wọ́n ní “Háà, hà, háà!” Ó ní kí wọ́n gbé ọpọ́n ayò wá, ó tún pa mẹ́fà; ó ní bí ojú kò tó tẹ̀gi, ojú kò tó tilé?"
2077,The person digging a grave is the one performing his or her funerary duties; the person crying is merely making a noise.,Ẹni tí ń gbẹ́lẹ̀ ní ń sìnkú; ẹni tí ń sunkún ariwo ló ń pa.
2078,Only a person who looks at the bride's face knows that the bride is crying.,Ẹni tí ó bá wo ojú ìyàwó ní ń mọ̀ pé ìyàwó ń sunkún.
2079,Whoever likes fineries should engage in a trade; it is the person blessed by riches that is wise.,Ẹni tí ọ̀ṣọ́ bá wù kó ṣòwò; ẹni ajé yalée rẹ̀ ló gbọ́n.
2080,Only those whose livelihood depends on Jẹgẹdẹ call him a silk cotton tree.,Ẹni tí ó bá ńjẹ lábẹ́ẹ Jẹ́gẹ́dẹ́ ní ńpè é nígi àràbà.
2081,Whoever assigns a task to Ìgè Àdùbí assigns it to himself or herself; Ìgè Àdùbí will neither agree to do the task nor will he refuse.,"Ẹni tí ó bẹ Ìgè Àdùbí níṣẹ́, araa rẹ̀ ló bẹ̀; Ìgè Àdùbí ò níí jẹ́, bẹ́ẹ̀ni kò níí kọ̀."
2082,A person whose greetings do not fill one's stomach cannot cause one to starve by withholding the greetings.,"Ẹni tí kíkíi rẹ̀ ò yóni, àìkíi rẹ̀ ò lè pani lébi."
2083,It is at one's occupation that one proves oneself an idler.,Ẹnu iṣẹ́ ẹni ni a ti ń mọ ẹni lọ́lẹ.
2084,Empty mouths do not make chewing noises.,Ẹnu òfìfo kì í dún yànmù-yànmù.
2085,The mouth cooks vegetable stew most expertly; the hand emulating a machete cuts a field most effortlessly.,Ẹnú dùn-ún ròfọ́; agada ọwọ́ dùn-ún ṣánko.
2086,"The forest knows no fear, and neither does the river know fear; the grind-stone never shows fear in the face of pepper.","Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata."
