,english,yoruba
2512,"On October 31, the public prosecutor confirmed this and accused them of having information on the insurgents’ attack.","Ní ọjọ́ 31, oṣù Kẹwàá, abánirojọ̀ náà fi ẹ̀rí èyí lélẹ̀ ó sì fẹ̀sùn kàn wọ́n ní pé wọ́n mọ̀ sí ìkọlù àwọn kọ̀lọ̀rànsí ẹ̀dá náà.",
2513,"Various organizations promptly called for their release, including Human Rights Watch, International Federation of Journalists, Olucome, African Journalists’ Federation and the Association Burundaise des Radiodiffuseurs.","Àwọn iléeṣẹ́ ní ẹ̀ka-ò-jẹ̀ka ni ó ti pè fún ìdásílẹ̀ wọn, títí kan Human Rights Watch, International Federation of Journalists, Olucome, African Journalists’ Federation àti Àjọ Burundaise des Radiodiffuseurs.",
2514,"However, the National Communications Council said at the time that it could not discuss the matter.","Síbẹ̀, Iléeṣẹ́ Ìgbóhùnsáfẹ́fẹ́ Àpapọ̀ sọ wí pé àwọn kò tíì lè sọ sí ọ̀ràn náà báyìí.",
2515,"Iwacu criticized this reaction, recalling that they were first held without charge and that the council is supposed to support journalists.","Iwacu bu ẹnu àtẹ́ ohun tí àjọ náà sọ, ní pé wọn kò fẹ̀sùn kankan kàn wọ́n nígbà tí wọ́n mú wọn àti pé ojúṣe àjọ náà ni láti gbèjà àwọn akọ̀ròyìn.",
2516,"Many people expressed support online and signed a petition. International media discussed it as a threat to press freedom, while Iwacu continues to follow the situation closely.","Ọ̀pọ̀ àwọn ènìyàn ní ó gbè lẹ́yìn àwọn akọ̀ròyìnnáà tí wọ́n sì fi ọwọ́ bọ ìfẹ̀sùnkàn lórí ẹ̀rọ-ayélujára. Àwọn iléeṣẹ́ oníròyìn ríi gẹ́gẹ́ bí ìfojú-ẹ̀tọ̀ sí òmìnira oníròyìn gbolẹ̀, tí Iwacu sì ń tọ okùn ọ̀ràn náà lọ pẹ́kípẹ́kí.",
2517,Journalist Esdras Ndikumana tweeted:,Akọ̀ròyìn Esdras Ndikumana túwíìtì:,
2518,"Burundi: 4 Iwacu journalists (and their driver) accused of ""complicity in threatening the interior security of the state"" for having covered a rebel incursion in Bubanza languish in the this province’s prisons (Drawing by Yaga)","Burundi: àwọn akọ̀ròyìn Iwacu mẹ́rin (àti awakọ̀ wọn) ni a fi ẹ̀sùn ""ìlọ́wọ́sí ìdúkokò mọ́ ààbò ìlú"" kàn nítorí wọ́n lọ kó ìròyìn ìkọlù tí ó wá sáyé tí wọ́n sì di ẹ̀rọ ọgbà ẹ̀wọ̀n Bubanza (Àwòrán láti ọwọ́ Yaga)",
2519,Court hearing,Ìgbẹ́jọ́,
2520,"After appealing the decision on their detention, the date for their court hearing was set for November 18, To their surprise, they were summoned on November 11, to appear before judges for questioning — but without lawyers.","Lẹ́yìn tí wọ́n ti ní ẹjọ́ tí ó fi àwọn sí inú àtìmọ́lé náà kò tẹ́ àwọn lọ́rùn, a dá ọjọ́ ìgbẹ́jọ́ wọn sí ọjọ́ 18, oṣù Kọkànlá, kàyéfì ni ó jẹ́ fún wọn nígbà tí wọ́n gbé wọn lọ sílé ẹjọ́ ní ọjọ́ 11, oṣù Kọkànlá kí wọn ó wá gbọ́wọ́ pọ̀nyìn rojọ́ níwájú adájọ́ — láì sí àwọn agbẹ́jọ́rò.",
2521,"They refused to answer without legal assistance, asking why their lawyers had not been informed beforehand, and then returned to detention, to be heard on November 18.","Wọ́n kọ̀ wọn kò fèsì nítorí kò sí àwọn agbẹ́jọ́rò wọn níkàlẹ̀, wọ́n sì dá wọn padà sí àtìmọ́lé, kí ọjọ́ 18 tí a dá fún ìgbẹ́jọ́ ó kò.",
2522,"On November 20, the decision came that the four journalists would remain in detention, but the driver was provisionally released.","Ní ọjọ́ 20 oṣù Kọkànlá, ìpinnu dé tí wí pé àwọn akọ̀ròyìn mẹ́rẹ̀ẹ̀rin yóò padà sínú àtìmọ́lé, àmọ́ wọ́n dá awakọ̀ sílẹ̀.",
2523,The prosecution originally called for a 15-year prison sentence.,Ìdájọ́ tí a fún wọn tó ọdún 15 nínú ẹ̀wọ̀n.,
2524,"President Pierre Nkurunziza said during a press conference on December 26 that he wanted a fair trial but he could only intervene as a last resort, even though he could use his power to grant a presidential pardon.","Ààrẹ Pierre Nkurunziza sọ níbi àpéjọ àwọn akọ̀ròyìn kan tí ó wá sáyé ní ọjọ́ 26 oṣù Kejìlá wí pé ohun ohun kò ní fẹ́ dídijú mọ́rí dájọ́ àmọ́ ó dìgbà tí a bá ti ṣánpá tí kò ṣe é ṣán mọ́ ni òun yóò tó ká a lérí, pẹ̀lú pé ó lè fi àṣẹ tí ó ń bẹ ní ìkáwọ́ rẹ da ẹjọ́ náà nù.",
2525,Sentencing,Ìránsẹ́wọ̀n,
2526,"On January 30, in Bubanza, the four journalists were sentenced to two and a half years in prison and a fine of a million francs each ($521 United States dollars) under article 16 of the Penal Code, while the driver was acquitted.","Lọ́jọ́ 30, oṣù Kìn-ín-ín ní Bubanza, a rán to àwọn akọ̀ròyìn mẹ́rẹ̀ẹ̀rin náà lọ sí ẹ̀wọ̀n ọdún méjì àti àbọ̀ pẹ̀lú kí ẹnìkọ̀ọ̀kan ó sanwó ìtanràn ẹgbẹẹgbẹ̀rún owó francs ($521 owó orílẹ̀ èdè Amẹ́ríkà) lábẹ́ òfin 16 ti Òfin Ọ̀daràn, tí awakọ̀ sì gba ilé-e rẹ̀ láì sanwó ìtanràn.",
2527,"The prosecution could not prove any actual link or contact with the rebels, so the charge was changed to ""impossible attempt at the complicity in undermining state security"", that is — that they intended to threaten state security but it was not possible.","Ìdájọ́ náà kò fi hàn ní pàtó wí pé àwọn akọ̀ròyìn náà mọ ohunkóhun nípa ìṣẹ̀lẹ̀ náà, látàrí èyí ẹ̀sùn náà yíra padà di ""ìgbésẹ̀ ìlọ́wọ́sí ìdúkokò mọ́ ààbò ìlú tí kò ṣe é ṣe"", ìyẹn ni pé — wọ́n pète láti dúnmọ̀rurumọ̀ruru mọ́ ààbò ìlú àmọ́ ó ṣòro láti gbé ṣe.",
2528,"Iwacu pointed out that the reporters went to the area after authorities had publicly mentioned the incident, were accredited, and there were no restrictions on the area.","Iwacu ṣàlàyé wí pé àwọn akọ̀ròyìn náà lọ síbi ìṣẹ̀lẹ̀ náà lẹ́yìn tí àwọn aláṣẹ tí fi léde, wọ́n gba ìwé àṣẹ kò sì sí òfin tí ó ní kẹ́nìkan ó máa dé agbègbè ìṣẹ̀lẹ̀ náà.",
2529,"The key element used as evidence against the journalists was a WhatsApp message sent by one of the reporters to a friend, which said they were going to ""help the rebels"".","Ẹ̀rí kan ṣoṣo tí wọ́n rí dìmú tí ó kó àwọn akọ̀ròyìn náà sí yáwúyáwú ni àtẹ̀jíṣẹ́ orí WhatsApp tí ọ̀kan lára àwọn akọ̀ròyìn náà fi ṣọwọ́ sí ọ̀rẹ́ẹ rẹ̀ kan, tí ó sọ wí pé àwọn fẹ́ lọ ""ran àwọn ọlọ́tẹ̀ ìjọba náà lọ́wọ́ "".",
2530,"They argued it was clearly a dry joke —  the government has often conflated critics, political opponents, and armed groups to justify generalized crackdowns. But the text was taken literally as evidence against them.","Àmọ́ ẹ̀fẹ̀ lásán ni wọ́n fi ṣe — ìjọba ti máa ń sábà kó àwọn alátakò, ẹgbẹ́ olóṣèlú àti àwọn agbébọnrìn papọ̀ láti jàre irú ìgbésẹ̀ báyìí. the àtẹ̀jíṣẹ́ náà ni a fi kàn wọ́n mọ́lẹ̀.",
2531,"Reporters Without Borders (RSF) said the journalists should be able to report on sensitive topics without fear of reprisals, particularly ahead of Burundi's May 20 election.","Reporters Without Borders (RSF) sọ wí pé àwọn akọ̀ròyìn náà lẹ́tọ̀ọ́ láti jábọ̀ ìròyìn tí ó kan gbogbo ìlú gbọ̀ngbọ̀n láì fòyà ìgbẹ̀san, papàá ní ìgbaradì ìbò orílẹ̀-èdèe Burundi ọjọ́ 20 oṣù karùn-ún tí ó ń bọ̀ lọ́nà.",
2532,"They made a petition calling for their release, which had almost 7,000 signatures in early May.","Wọ́n kọ ìwé ìfẹ̀sùnkànni kan tí ó ń pè fún ìdásílẹ̀ wọn, èyí tí ènìyàn tí ó tó 7,000 tọwọ́bọ̀ ní ìbẹ̀rẹ̀ oṣù Karùn-ún.",
2533,"European Union deputies, the European Parliament, and UN human rights experts are among those who called for their release.","Àwọn igbá-kejì àjọ European Union, Ìgbìmọ̀ ìjọba Yúróòpù, àti àwọn àgbà UN nípa ẹ̀tọ́ ọmọnìyàn wà lára àwọn tí ó ti pè fún ìdásílẹ̀ wọn.",
2534,Appeal,Kò-tẹ́-mi-lọ́rùn,
2535,"On February 20, the journalists appealed, questioning the quality of the legal process, including the change to the original charge without proper notification.","Lọ́jọ́ 20 oṣù Kejì, àwọn akọ̀ròyìn náà ní ìdájọ́ náà kò-tẹ́ àwọn lọ́rùn, tí wọ́n sọ wí pé aláìṣẹ̀ ni wọ́n ń fìyà jẹ, àti àyípadà pàjáwìrì tí ó déédéé bá ẹ̀sùn tí wọ́n kọ́kọ́ fi kàn wọ́n.",
2536,"On May 6, the journalists appeared at an appeal hearing, after approximately six months in jail.","Lọ́jọ́ 6, oṣù karùn-ún, àwọn akọ̀ròyìn náà fojú hàn nílé ẹjọ́ kòtẹ́milọ́rùn kan, lẹ́yìn tí wọ́n ti fi ẹ̀wọ̀n oṣù mẹ́fà jura.",
2537,"Responding to the accusation based on the WhatsApp message, the defense noted that in another message, one journalist said the rebels were coming to ""threaten the peace"".","Ní ìfèsìpadà sí ẹ̀sùn náà látàrí iṣẹ́-ìjẹ́ orí WhatsApp, ní èyí tí akọ̀ròyìn kan sọ wí pé àwọn ọlọ́tẹ̀ náà ń bọ̀ wá ""dí àlàáfíà lọ́wọ́ "".",
2538,"RFI quoted their defense lawyer, Clément Retirakiza, saying there was an absence of evidence against them, and they wanted to show it was a purely professional trip.","RFI tún ọ̀rọ̀ agbẹ́jọ́rò wọn, Clément Retirakiza wí, wípé kkò sí ẹ̀rí tí dájú nípa ẹ̀sùn tí a fi kan àwọn akọ̀ròyìn náà, wọ́n kàn fẹ́ fi ọwọ́ ọlá gba aláìṣẹ̀ lójú ni.",
2539,Iwacu has long been an independent voice that criticizes politicized violence — it is one of the last independent media outlets following the 2015 crackdown.,Ọjọ́ ti pẹ́ tí Iwacu ti wà gedegbe gẹ́gẹ́ bí ohùn tí ó fajúro sí jágídíjàgan ìṣèlú — òun ni iléeṣẹ́ oníròyìn tí ó kẹ́yìn lẹ́yìn ìgbẹ́sẹ̀lé ọdún-un 2015.,
2540,A history of violence against journalists,Ìṣẹ̀lẹ̀ àtẹ̀yìnwá nípa ìjìyà akọ̀ròyìn,
2541,After controversial 2015 elections — in which Nkurunziza returned for a third term that many argued as unconstitutional — there was a failed putsch. The media environment quickly deteriorated.,Lẹ́yìn ètò ìdìbò tí ó dá wàhálà sílẹ̀ ti ọdún-un After 2015 — èyí tí ó gbé Nkurunziza padà sípò fún ìgbà kẹta tí àwọn ènìyàn sọ wí pé ó tasẹ̀ àgbẹ̀rẹ̀ sófin — ìfipágbàjọba tí kò yọrí sí rẹ. Iṣẹ́ àwọn akọ̀ròyìn de polúkúmuṣu.,
2542,"Several radios stations — the most relied upon for information in Burundi — were closed and some were attacked. Dozens of journalists fled and some suffered torture, such as Esdras Ndikumana.",Ọ̀pọ̀lọpọ̀ iléeṣẹ́ agbóhùnsáfẹ́fẹ́ — tí àwọn ènìyàn fẹ́ràn fún ẹ̀kúnrẹ́rẹ́ ìròyìn tí kò figbákanbọ̀kan ní Burundi — ni a ṣán pa. Ọ̀pọ̀lọpọ̀ akọ̀ròyìn lló júbà ehoro tí àwọn mìíràn bíi Esdras Ndikumana jẹ mo-yó-ìyà,
2543,"Numerous journalists have also experienced violence from security forces, particularly when reporting on topics deemed “sensitive” by the state.","Ọ̀gọ̀rọ àwọn akọ̀ròyìn ni ó ti ní ìrírí ìyà lọ́wọ́ àwọn ẹ̀sọ́ agbófinró ìlú, pàápàá jù lọ bí wọ́n ń bá kó ìròyìn tí ó “pọn dandan” jọ.",
2544,"In late 2015, cameraman Christophe Nkezabahizi was killed by police along with three family members, in an operation against protests after the contentious election.","Ní ìparí ọdún 2015, ọlọ́pàá pa òǹyàwòrán Christophe Nkezabahizi pẹ̀lú àwọn ọmọ-lẹ́bí mẹ́ta, ní àsìkò ìbò tí ìfẹ̀hónú wá sáyé.",
2545,"In July 2016, Jean Bigirimana was forcibly disappeared, reportedly arrested by intelligence services (SNR), with a limited police investigation.","Nínú oṣù Keje ọdún 2016, Jean Bigirimana di àwátì, ó ṣe é ṣe kí ó jẹ́ wí pé iléeṣẹ́ ọ̀tẹlẹ̀múyẹ́ (SNR) ló gbé e, láì jẹ́ kí àwọn ọlọ́pàá ó ṣe ìwádìí ìfínìdíikókò bó ṣe yẹ.",
2546,"This year, on January 16, reporter Blaise-Pascal Kararumiye with Radio Isanganiro (Meeting Point Radio) was arrested following a report on local government finances. On April 28, journalist Jackson Bahati was hit by a police officer while reporting.","Lọ́dún yìí, ní ọjọ́ 16 oṣù Kìn-ín-ní, akọ̀ròyìn Blaise-Pascal Kararumiye pẹ̀lú Radio Isanganiro (Meeting Point Radio) di èrò akánrán ọlọ́pàá lẹ́yìn ìròyìn kan nípa owó ìjọba ìbílẹ̀ kan. Lọ́jọ́ 28, oṣù kẹrin, ọlọ́pàá kan na akọ̀ròyìn Jackson Bahati níbi tí ó ti ń ṣiṣẹ́ ìkóròyìn jọ.",
2547,"International media have not been spared, with BBC and VOA banned in 2019. RSF ranked Burundi 160 of 180 countries for press freedom — down 15 from 2015.","Àwọn iléeṣẹ́ oníròyìn àgbáyé náà ò gbẹ́yìn, a gbẹ́sẹ̀ lé iṣẹ́ BBC ati VOA ní 2019. RSF to Burundi sí ipò 160 nínú orílẹ̀èdè 180 fún òmìnira oníròyìn — ó fi 15 láti 2015.",
2548,Women in Nigeria face a caustic landmine of political advocacy online,Àwọn obìnrin ní Nàìjíríà kojú àdó-olóró àgbẹ́sẹ̀léró àgbàwí ọ̀rọ̀ ìṣèlú lórí ẹ̀rọ-ayélujára,
2549,#BringBackOurGirls and #ArewaMeToo reshaped political activism in Nigeria,#BringBackOurGirls àti #ArewaMeToo ṣe àtúntò sí ìgbàwí ètò ìṣèlú ní orílẹ̀ èdè Nàìjíríà,
2550,"Members of the Mother's Savings Club, Nigeria. Image by Karen Kasmauski / USAID in Africa via United States government work, public domain.","Àwọn ọmọ ẹgbẹ́ Mother's Savings Club, Nàìjíríà. I'm Àwòrán láti ọwọ́ Karen Kasmauski / USAID ní Ilẹ̀-Adúláwọ̀ ní orí United States government work, public domain.",
2551,"In Nigeria, the political advocacy sphere is a caustic landmine.","Ní Nàìjíríà, àdó-olóró àgbẹ́sẹ̀léró ni gbàgede àgbàwí ọ̀rọ̀ òṣèlú.",
2552,Politics and advocacy usually get filtered through a religious and ethnocentric prism.,Àgbàwí àti ọ̀rọ̀ ìṣèlú sábà máa ń fi ti ọ̀rọ̀ ẹ̀sìn àti ẹlẹ́yàmẹyà ṣe.,
2553,Advocates with a strong social media presence — especially on Twitter — have to develop a tough skin to deal with the avalanche of gbas gbos (Nigerian Pidgin for “throwing punches”) in digital spaces.,"Àwọn alágbàwí tí ó gbajúmọ̀ lórí ẹ̀rọ-alátagbà — pàápàá jù lọ lórí Twitter — ní láti lè fi ara gba ọ̀pọ̀lọpọ̀ gbas gbos (èdè àdàlù-mọ́-Gẹ̀ẹ́sì Nàìjíríà fún ""ìkànṣẹ́"") ní orí ẹ̀rọ-ayárabíàṣá.",
2554,Nigerian female advocates — in addition to weathering this identity-driven harmful content — also face the added reality of gender-driven attacks.,Àwọn alágbàwí tí ó jẹ́ obìnrin — ní àfikún sí títẹ àwọn ohun ìdánimọ̀ tí ó ń mú ìpalára wá mọ́lẹ̀ — bákan náà ni wọ́n ń kojú ìkọlù tí ó ti ara ìkórìíra tẹ̀gbintẹ̀gbin ẹ̀yà jẹ yọ.,
2555,"How do female advocates in Nigeria cope with the bitter online terrain such as trolling, hate speech and targeted misalignment of their messages?","Báwo ni àwọn alágbàwí l'óbìnrin ní Nàìjíríà ṣe ń farada ìkorò orí ẹ̀rọ-ayélujára bíi ìsọ̀rọ àlùfànṣá síni, ọ̀rọ̀ ìkórìíra tẹ̀gbintẹ̀gbin àti ìmọ̀ọ́mọ̀ yí-ọ̀rọ̀ wọn dà?",
2556,How do they forge ahead to make sure that these attacks do not simmer their resolve or eclipse the message of their movement?,Báwo ni wọ́n ṣe ń tẹ̀síwájú nínú iṣẹ́ wọn tàbí fọnrere iṣẹ́ wọn?,
2557,"Two online social media movements in Nigeria lend powerful insights into the experiences of advocacy and gender: The #BringBackOurGirls movement, led by Dr. Oby Ezekwesili; and #ArewaMeToo, led by Fakhriyyah Hashim, both experienced gendered political hatred that greatly affected the integrity of their messages.","Àwọn ajìjàgbara orí ẹ̀rọ alátagbà méjì ní Nàìjíríà fi ìrírí àwọn àgbàwí àti ìkórìíra ìwà abo hàn: #BringBackOurGirls, tí Dókítà Oby Ezekwesili jẹ́ aṣíwájú; àti #ArewaMeToo, tí Fakhriyyah Hashim jẹ́ agbátẹrù, gbogbo wọn ni wọ́n ní ìrírí ìkórìíra tẹ̀gbintẹ̀gbin abo nínú agbo òṣèlú tí ó ń fa ìlọsíwájú wọn sẹ́yìn.",
2558,#BringBackOurGirls (#BBOG) movement,Ìjàgbara #BringBackOurGirls (#BBOG),
2559,"Six years ago, on April 15, 2014, about 200 school girls between the ages of 15 and 18, were forcefully abducted by Boko Haram, an Islamist terrorist group, from Government Girls Secondary School in Chibok near Maiduguri, in northeast Nigeria.","Ọdún mẹ́fà sẹ́yìn, ní ọjọ́ 15, Oṣù Igbe ọdún 2014, ó tó 200 àwọn ọmọdébìnrin tí ọjọ́ orí wọn ò ju ọdún 15 àti 18 lọ, láti iléèwé Gíga Ìjọba Obìnrin ní Chibok ẹ̀bà Maidiguri, ní àríwá-ìlà-oòrùn Nàìjíríà ni ẹgbẹ́ afẹ̀míṣòfò èlẹ́sìn Mùsùlùmí Boko Haram sọ di ẹni tí a fi túláàsì mú sí ìgbẹ̀sìn.",
2560,The kidnapping of the Chibok girls ignited an international outcry.,Ìjínigbé àwọn ọmọdébìnrin Chibok náà ṣe okùnfà ìlọ́wọ́sí àwọn orílẹ̀ èdè kárí àgbá ńlá ayé.,
2561,"The BBC reported that in April 2014,  the #BringBackOurGirls trended on Twitter with over 3.3 million tweets, 27 percent of the tweets came from Nigeria, 26 percent from the United States and 11 percent from the United Kingdom.","Iléeṣẹ́ oníròyìn BBC jábọ̀ wí pé nínú oṣù Igbe ọdún 2014, #BringBackOurGirls náà gbajúmọ̀ ní orí Twitter pẹ̀lú nǹkan bíi àwọn ènìyàn ẹgbẹẹgbẹ̀rún 3.3 tí ó tún túwíìtì náà túwíìtì, ìdá 27 àwọn túwíìtì wọ̀nyí ni ó wá láti Nàìjíríà, ìdá 26 láti orílẹ̀ èdè Amẹ́ríkà àti ìdá 11 láti Ilẹ̀ Gẹ̀ẹ́sì.",
2562,Dr. Oby Ezekwesili answering a question during a UN Women event with #BringBackOurGirls Campaign Coordinators.,Dókítà Oby Ezekwesili ń dáhùn ìbéèrè níbi ètò àwọn obìnrin àjọ UN pẹ̀lú àwọn alákòóso ìpolongo #BringBackOurGirls.,
2563,"Image by UN Women/Ryan Brown, September 14, 2014. (CC BY-NC-ND 2.0)","Àwòrán láti ọwọ́ UN Women/Ryan Brown, ọjọ́ 14, oṣù Ọ̀wẹwẹ̀ ọdún 2014. (CC BY-NC-ND 2.0)",
2564,"Dr. Obiageli (Oby) Ezekwesili, a former vice president of the World Bank, and one-time minister of education in Nigeria, started tweeting about the Chibok girls the day they were kidnapped.","Dókítà Obiageli (Oby) Ezekwesili, igbá-kejì ààrẹ Ilé ìfowópamọ́ Àgbáyé ìgbà kan, àti mínísítà ètò ẹ̀kọ́ orílẹ̀ èdè Nàìjíríà nígbà kan rí, bẹ̀rẹ̀ sí túwíìtì nípa àwọn ọmọdébìnrin Chibok ní ọjọ́ tí wọ́n jí wọn gbé gan-an gan-an.",
2565,"She was motivated to take action due to a previous attack on schoolboys at the Federal Government College of Buni Yadi in Yobe State, northeastern Nigeria on February 25, 2014.","Ìṣẹ̀lẹ̀ kan tí ó ti ṣẹlẹ̀ tí àwọn àjínigbé jí àwọn ọmọdékùnrin gbé ní iléèwé Kọ́lẹ̀jì ìjọba Àpapọ̀ ti Buni Yadi ní Ìpínlẹ̀ Yobe, àríwá-ìlà-oòrùn Nàìjíríà lọ́jọ́ 25, oṣù Èrèlé ọdún 2014 ló ṣí i lójú sí ìpolongo yìí.",
2566,"Fifty-nine boys died from gunshots or knife wounds, while the others were burnt to death.","Àwọn ọmọdékùnrin kankàndínlọ́gọ́ta ni ó ti ara ọta ìbọn àti ọgbẹ́ ọbẹ̀ kú, nígbà tí iná sì jó àwọn mìíràn pa.",
2567,"However, it was not until April 23, when, as a guest at a UNESCO event in Port Harcourt, in the oil-rich Niger Delta region, did her cry for the release of the schoolgirls grab national and international attention:","Síbẹ̀síbẹ̀, àfi ìgbà tí ó di ọjọ́ 23, oṣù Igbe, nígbà tí àjọ UNESCO gbà á lálejò ní Port Harcourt, ibi tí ó kún fún epo-rọ̀bì ní agbègbè Niger Delta, ni ó ti ké gbàjarè fún ìdásílẹ̀ àwọn ọmọdébìnrin tí ó fi di ohun tí gbogbo orílẹ̀ èdè àgbáyé gbà bí igbá ọtí:",
2568,"And on May 7, 2014, former American first lady Michelle Obama posted an image of herself on Twitter holding a sign with the hashtag #BringBackOurGirls.","Ní ọjọ́ 7 oṣù Èbìbí ọdún 2014, aya ààrẹ orílẹ̀-èdè Amẹ́ríkà ọ̀gábìnrin Michelle Obama ṣe àtẹ̀jáde àwòrán kan tí ó ti mú àmì “Ẹ dá àwọn ọmọdébìnrin wa padà” #BringBackOurGirls lọ́wọ́.",
2569,She also released a video a few days later from the White House — making it a global sensation.,Bákan náà ni ó tari àwòrán-olóhùn kan láti inú Ilé Funfun síta — tí ìgbésẹ̀ yìí sì sọ ìṣẹ̀lẹ̀ ìjínigbé náà di ọ̀ràn tí gbogbo àgbáyé fẹ́ rí àbálọ-bábọ̀ rẹ̀.,
2570,"It would take two years before the Nigerian army rescued one girl, in May 2016.","Ọdún méjì ni ó gba àwọn ọmọ ogun orílẹ̀ èdè Nàìjíríà láti gba ọmọdébìnrin kan sílẹ̀, nínú oṣù Òkúdù ọdún-un 2016.",
2571,"By October 2016, 21 girls were reunited with their families. And by May 2017, Boko Haram militants released 82 girls from captivity.","Nígbà tí ó máa fi di oṣù Ọ̀wàrà ọdún-un 2016, àwọn ọmọdébìnrin 21 darapọ̀ mọ́ àwọn mọ̀lẹ́bí wọn. Ní oṣù Èbìbí 2017, ikọ̀ Boko Haram dá àwọn ọmọdébìnrin 82 sílẹ̀ nínú ìgbẹ̀sìn.",
2572,"However, about 112 girls remain missing and 13 are presumed dead, according to a 2018 report.","Síbẹ̀síbẹ̀, ó tó ọmọdébìnrin 112 tí ó di àwátì bí abẹ́rẹ́ tí ó sì jọ pé àwọn 13 tí ṣègbé, ìyẹn gẹ́gẹ́ bí ìwádìí ọdún 2018 kan ṣe tọ pinpin.",
2573,Ezekwesili co-founded the #BBOG movement that mobilized a global protest for the release of the Chibok girls.,Ezekwesili àti àjọṣepọ̀ àwọn ènìyàn kan ni ó dá ìgbésẹ̀ ìjà fún ẹ̀tọ́ àwọn ọmọdébìnrin #BBOG tí ó kó àwọn ènìyàn jọ lágbàáyé fún ìdásílẹ̀ àwọn ọmọdébìnrin Chibok.,
2574,The movement later transformed into a formidable social movement organisation that has withstood the harsh Nigerian civic space.,"Nígbà tí ó ṣe, ìgbésẹ̀ náà yírapadà di igi àràbà tí ẹnìkan kò leè ṣí nídìí tí ó fi ara da igbàgede ètò ìlú Nàìjíríà t'ó rorò.",
2575,But the success of this movement occurred at great personal cost to Ezekwesili.,"Àmọ́ ṣá o, àṣeyọrí akitiyan yìí kò ṣẹ̀yìn-in ìnáwónára Ezekwesili.",
2576,"The kidnapping of the Chibok girls occurred on the threshold of the 2015 presidential election, and Ezekwesili's online advocacy was viewed through the prism of partisan politics by some.","Ní wéré kí ètò ìdìbò ààrẹ ọdún 2015 ó wá sáyé ni ìṣẹ̀lẹ̀ ìjínigbé àwọn ọmọdébìnrin Chibok ṣẹ̀, tí èyí sì mú kí àwọn kan ó máa fi ojú ìgbèlẹ́yìn ẹgbẹ́ olóṣèlú kan wo ìgbàwí tí Ezekwesili ń bá ká lórí ayélujára.",
2577,Her personal integrity was not only questioned but shredded.,Bí wọ́n ti fi ojú òtítọ́ inú rẹ̀ gbolẹ̀ ni wọ́n fa gbogbo aṣọ iyìi rẹ̀ ya pẹ́rẹpẹ̀rẹ.,
2578,Some alleged that her #BBOG was merely a front to gain political capital.,Àwọn mìíràn sọ wípé gbogbo kùkùgẹ̀gẹ̀ akitiyan #BBOG rẹ kò ju kí ó ba lẹ́nu nínú ìṣèlú lọ.,
2579,"Reno Omokri, a former presidential aide, accused Ezekwesili of being used by the then-opposition party, the All Progressive Congress (APC), to ""undermine"" the government of President Jonathan, thereby paving the way for APC’s ""rise to power"".","Reno Omokri, olùrànlọ́wọ́ ààrẹ àná, fi ẹ̀sùn kan Ezekwesili wí pé ẹgbẹ́ olóṣèlú APC ni ó ń lò ó fi ba ìjọba tí ó wà lórí àpèré jẹ́ àti láti ""yẹpẹrẹ"" ìjọba Ààrẹ Jonathan, nípa èyí náà ni ó fi lànà fún APC láti ""gba ọ̀pá àṣẹ"".",
2580,"Supporters of former President Jonathan and the Peoples’ Democratic Party spread ""all manners of falsehoods"" online against Ezekwesili in 2014:  ""I was actually being insulted, maligned..."" said Ezekwesili in a live Twitter video broadcast on April 14, to mark the sixth anniversary of the abduction.","Ní ọdún-un 2014 àwọn alátìlẹ́yìn Ààrẹ àná ààrẹ Jonathan àti ẹgbẹ́ olóṣèlú Peoples’ Democratic Party (PDP) fi ""àwọn ọ̀kan-ò-jọ̀kan irọ́ "" léde ní orí ẹ̀rọ-ayélujára láti tako Ezekwesili. Dókítà náà sọ nínú àtẹ̀jáde àwòrán-olóhùn Twitter kan ti ọjọ́ 14, oṣù Igbe ní ìsààmì ọdún mẹ́fà tí àwọn ọmọdébìnrin náà ti di àwátì wí pé: “kí á má purọ́ wọ́n tàbùkù mi, wọ́n sì ṣe kèéta.",
2581,Ezekwesili was falsely accused of being bitter for not gaining a ministerial appointment under Jonathan.,Àwọn ẹlẹ́nu èké sọ wí pé ìgbónára àì rí ipò nínú ìjọba Jonathan ló ń mú Ezekwesili tẹpẹlẹ mọ́ ìgbárùkù ti ọ̀ràn àwọn ọmọ tí ajínigbé jí gbé.,
2582,"According to her, some of her online attackers thought “that the reason we kept on with the advocacy of Chibok girls was that I wanted to be made a minister.”","Bí ó ti ṣe sọ, àwọn tí ó kọ ẹnu ẹ̀gbin sí i lórí ayélukára-bí-ajere lérò ""wí pé torí kí wọ́n ba fi òun j'òye mínísítà ni òun ò fi mẹ́nu kúrò lọ́ràn àwọn ọmọdébìnrin Chibok"".",
2583,How could I want to be made a minister when I rejected the request to be a minister way before the Chibok girls were abducted three years later?,Báwo ni yó ṣe jẹ́ bẹ́ẹ̀ lẹ́yìn tí mo kọ ipò mínísítà ní ọdún mẹ́ta sẹ́yìn kí àwọn ọmọdébìnrin Chibok ó tó di ìgbẹ̀sìn?,
2584,Ezekwesili said in the live Twitter video broadcast.,Ezekwesili wí nínú àwòrán-olóhùn Twitter náà.,
