,english,yoruba
1535,Come right in madam.,“Ẹ wọlé síbí màdáámú.
1536,Feel free.,Ẹtúra ká.
1537,Take a chair,Ẹ mú ìjókòó.
1538,"You are welcome, the lawyer in grey suit and dark glasses addressed her","Ẹ káàbọ̀”, agbẹjọ́rò tí ó wọ súùtù aláwò eérú, tí ó sì kan ìgò dúdú mọ́jú, bá a wí."
1539,"""You are Mrs. Alamu Olaoye?",“Ẹ̀yin ni ìyáàfin Àlàmú Ọláoyè?”
1540,"Yes... Yes... Yes, At least for now madam?","“Bẹ́ẹ̀ ni... bẹ́ẹ̀... bẹ́ẹ̀ ni, “Fún ìsìnyí màdáámú?”"
1541,Yes. Thank you.,“Bẹ́ẹ̀ ni. Ẹ ṣeun”
1542,"""I am handling your case, is that alright with you?","“Èmi ni ẹjọ́ yín wà ní ìkáwọ́ rẹ̀, ṣé ó tẹ́ ẹ yín lọ́rùn?”"
1543,"""Yes, You want a divorce?","“Bẹ́ẹ̀ ni”, “Ẹ́ fẹ́ kọ ọkọ yín sílẹ̀?”"
1544,"""Yes"". My partner has given me all the details.",“Bẹ́ẹ̀ ni”. “Ẹnìkejì mi ti fún  mi ní ẹ̀kúnrẹ́rẹ́ àlàyé.
1545,Your tape recorded statement is also here.,Ohùn yín tí a gbà sílẹ̀ náà wà níbí.
1546,You have anything more to add to what you've already told,Ṣe ẹ ò ní nǹkan tí ẹ fẹ́ fi kún àwọn nǹkan tíẹ ti sọ fún wa?”
1547,No. Nothing. No em...,“Rárá. Kò sí nǹkankan. Rárá ẹm ...”
1548,Come madam. Speak up. Well.,“Màdáámú ẹ wá. Ẹ sọ̀rọ̀ sókè. Dáadáa.”
1549,Except... Except that... that I want the case disposed of as quickly as em.. em.,“Ẹnnn ...yàtọ̀ sí pé mo fẹ́ kí ẹjọ́ náà yanjú ni kòpẹ́ kòpẹ́ yìí ẹm..ẹm.”
1550,Can understand your anxiety madam.,“Ó yé mi bí o ṣe ń ṣe yín màdáámú.
1551,We are ready at our end here.,A ti ṣetán ní ọ̀dọ̀ wa níbí.
1552,No problem.,Kò sí ìṣòro.”
1553,"Thank you, I want the case settled quickly because.","“Ẹ ṣeun, mo fẹ́ kí ẹjọ́  náà tètè níyanjú kíákíá nítorí pe.”"
1554,"Yes, madam. Feel free... Because?","“Bẹ́ẹ̀ ni, màdáámú. Ẹ túra ká... Nítorí pé?”"
1555,"Because, this man can harm me any time.""",“Nítorí pé ọkùnrin yìí lè pamí lára nígbàkúùgbà”
1556,Is that so?,“Ṣé lóòótọ́?”
1557,"""Yes, he is now out of his mind. He had gone mad...","“Bẹ́ẹ̀ ni, orí rẹ̀ ti yí. Ó ti ya wèrè...”"
1558,Tell me! OK.,“Ẹ sọ fún mi! ó dáa.
1559,"Don't worry madam, tomorrow we go to court.","Ẹ má ṣèyọnu màdáámú, tó bá dọ̀la à á lọ sílé ẹjọ́."
1560,How about that?,Ìyẹn ńkọ́?
1561,Do you like it that way?,Ṣé ẹ fẹ́ ẹ́ bẹ́ẹ̀?”
1562,"""Thank you very much.",“Ẹ ṣeun gan an ni.
1563,"That is what I want.""",Nǹkan tí mo fẹ́ nìyẹn.”
1564,"""You are happy now Mrs. Olaoye?",“Ṣé inú yín ti dùn báyìí ìyáàfin Ọláoyè?”
1565,"""Yes. Yes. Labake could not understand why she felt so shy in the presence of the lawyer.",“Bẹ́ẹ̀ ni. Bẹ́ẹ̀ ni”. Kò ye Làbákẹ́ ìdí tí ojú fi ń tì í tó yìí níwájú agbẹjọ́rò náà.
1566,It might be because she was meeting him for the first time.,Ó lẹ̀ jẹ́ nítorí pé ó ṣẹ̀ṣẹ̀ ń pàdé rẹ̀ fún ìgbà àkọ́kọ́.
1567,It might be because those questions came dropping on her like bombshells. Or that her earlier conversation with the receptionist had weighed on her subconscious mind so much.,Ó lè jẹ́ pé àwọn ìbéèrè náà ń bá a lójijì bí i àdó olóró alùgbàù. Tàbí ìtàkurọ̀sọ òun pẹ̀lu olùgbàlejò ẹ̀ẹ̀kan ló dúró lọ́kàn rẹ̀ púpọ̀.
1568,"Well... Whatever the Reason, she just discovered she couldn't look her lawyer straight in the face.","Ẹhn... Ohunkóhun tí ì bá à fà á, ó kàn ṣàkíyèsí pé òun kò lè wojú agbejọ́rò rẹ̀ tààrà."
1569,"She answered all his questions dodging him, looking at the wall over his head, gazing at the fat books on the big shelf or looking down at the soft office rug.","Ó dáhùn gbogbo ìbéèrè rẹ̀ láìwojú rẹ̀, á wo ògiri èyìn rẹ̀, á wo àwọn ìwé ńlá ńlá tó wà lórí pẹpẹ ńlá tàbí kí ó gbójú sílẹ̀ máa wo rọ́ọ̀gì fẹ́lẹ́fẹ́lẹ́ ọ́fíìsì náà."
1570,She was not sure the lawyer himself did not notice her nervousness.,Kò dá a lójú pé agbẹjọ́rò náà kò ṣàkíyèsí àìbalẹ̀ ara rẹ̀.
1571,"That was probably why he kept telling her to feel free to take things easy, not to worry, that there was no problem.","Bóyá ìdí tí ó fi ń sọ fún un pé kí ó túra ká nìyẹn, kí ó ṣe pẹ̀lẹ́pẹ̀lẹ́ pé kí ó má ṣèyọnu pé kò sí ìṣoro."
1572,"Suddenly, the lawyer raised his voice and said:","Ṣàdéédé, ni agbẹjọ́rò náà gbé ohùn rẹ̀ sókè, ó ní:"
1573,"""Look at me properly.",“Wò mí dáadáa.
1574,Labake look at me! See my face!,Làbákẹ́ wò mí! Wojú mi!
1575,Don't you know me?,Ṣé o ò mọ̀ mí ni?
1576,Haven't we met several times before?,Ṣá à ti pàdé láìmọye ìgbà rí?”
1577,"The lawyer removed his dark glasses and behold, the face that gazed back at Labake was the face of no other person but that of Lawyer Adio, Alamu's bosom friend!","Agbẹjọ́rò náà yọ ìgò dúdú ojú rẹ̀ kúrò, kíyèsi, ojú tí ó wo Làbákẹ́ kò ṣe ojú ẹlòmìíràn yàtò sí ojú agbẹjọ́rò Àdìó, ọ̀rẹ́ Àlàmú tímọ́tímọ́!"
1578,"Labake gazed at him in disbelief, What immediately went on inside her was indescribable.","Làbákẹ́ wò ó láìgbàgbọ́, nǹkan tí ó ṣẹlẹ̀ nínú rẹ̀ lẹ́sẹ̀kẹsẹ̀ ò ṣe é ṣ̀àpèjúwe."
1579,"For a very long time, she gazed and gazed.","Fún ìgbà pípẹ́, ó wò, wò,ó wò."
1580,"Then she started breathing heavily, staring as if she'd seen an apparition.","Lẹ́yìn náàni ó bẹ̀rẹ̀ si í mí lóke, ó ń wò bí i ẹni tí ó rí òkú."
1581,"The two of them sat speechless, regarding each other with utmost wonder and incredulity.","Àwọn méjèèjì jókòó láìsọ̀rọ̀, wọ́n wo ara wọn pẹ̀lú ìyàlẹ́nu ńlá àti àìgbàgbọ́."
1582,It was a most unexpected meeting which affected Labake like an electric shock,Ó jé ìpàdé àìròtẹ́lẹ̀ tí ó kan Làbákẹ́ gbọ̀ngbọ̀n bí ìgbà tí iná bá gbé e.
1583,But this was the moment Lawyer Adio had been waiting for ever since.,Ṣùgbọ́n àsìkò yìí ni agbẹjọ́rò Àdìó tí ń dúró dè tipẹ́.
1584,He'd gone through the file which Lawyer Mustafa created and later transferred to him before he travelled out of the country.,Ó ti yẹ fáìlì tí agbẹjọ́rò mústàfá ṣí sílẹ̀ tí ó sì ta àtaré rẹ̀ sí i kí ó tó di wí pé ó rìn ìrìnàjò kúrò ní orílẹ̀-èdè.
1585,"With Adio's ears wide open, he'd heard all that Labake had to say concerning her association with his friend.",Pẹ̀lú etí Àdìó ni ó fi gbọ́ gbogbo nǹkan tí Làbákẹ́ ní láti sọ nípa ìbáṣepọ̀ rẹ̀ pẹ̀lú ọ̀rẹ́ òun.
1586,"It was a most shocking revelation, he'd seen their wedding album and had inspected their marriage certificate with trembling fingers."," Ó jẹ́ ìsípa yátí ó mi èèyàn tìtì, ó ti rí ìwé àkójo àwòrán ìgbéyàwó wọn, ó ti ṣàgbéyẹ̀wò ìwé-ẹ̀ríìgbéyàwó wọn pẹ̀lú ìka ọwọ́tó ń gbọ̀n rìrì."
1587,"And ever since, had been waiting with almost uncontrollable excitement, for this moment to come.","Láti ìgbà náà, ni ó ti ń dúró pẹ̀lú inú dídùn fún àsìkò yìí láti wáyé."
1588,"Now, here he was, face to face with his friend's wife at last Stance. Strange, isn't it Labake?","Nísinsìnyí, níbí ni ó wà, lójúkojú pẹ̀lú ìyàwó ọ̀rẹ́ rẹ̀ nígbẹ̀yìn gbẹ́yín. Ó ṣàjèjì, àbí bẹ́ẹ̀ kọ́ Làbákẹ́?"
1589,"Adio said slowly, Don't worry at all.","”Àdìó sọ ọ́ jẹ́jẹ́. Ó dáa, má ṣèyọnu rárá."
1590,Let's get talking.,Jẹ́ ká a sọ̀rọ̀.
1591,"Now as lawyer talking to his client, but as the -Wisher of the family talking to the wife of his good friend.","Ki í ṣe bí i ọ̀rọ̀ agbẹjọ́rò àti oníbàárà rẹ̀, ṣùgbọ́n bí i afẹ́nifére ìdílé, tí ó bá ìyàwó ọ̀rẹ́ rẹ̀ tí ó ṣe é fọkàn tán sọ̀rọ̀."
1592,Could we do that Labake?,Ǹ jẹ́ a lè ṣe ìyẹn  Làbákẹ́?”
1593,"Labake did not answer, obviously, she had not Succeed in extricating herself from the ensuring to readjust her internal confusion.","Làbákẹ́ kò fèsì, ó hàn gbangba pé kò tí ì ṣàṣeyọrí gbígba ara rẹ̀ sílẹ̀ lọ́wọ́ ìdààmútó ń lọ nínú rẹ̀."
1594,Adio gave her some more time.,Àdìó fún un lásìkò díẹ̀ láti fi í lára balẹ̀.
1595,"It was in England she last met Adio, at that time Adio maintained a steady association with Alamu.","Englandi ni ó ti rí Àdìó gbẹ̀yìn, ní àsìkò yẹn, Àdìó ṣe ìmúdúró ìbáṣepọ̀ rẹ̀ pẹ̀lú Àlàmú."
1596,"Two people with one soul, they used to call them.","Ènìyàn méjì pẹ̀lú ẹ̀mí kan, ni wọ́n máa ń pè wọ́n."
1597,They fitted like a pair of gloves and together played a tune that never registered a discordant note.,"Wọ́n bá ara wọn mu bí ìdodo ẹ̀fọn, ọ̀rọ̀ wọn kòtàsé ara wọn rí."
1598,Adio was then a law student and Alamu an accountancy student.,"Nígbà náà, Àdìó jẹ́ akẹ́kọ̀ọ́ ìmọ̀-òfin, tí Àlàmú sì jẹ́ akẹ́kọ̀ọ́ ìmọ̀-ìṣirò."
1599,Both of them attending the same university.,Yunifásitì kan náà ni àwọn méjèèjì si lọ.
1600,Labake remembered Adio mediating on two occassions in their quarrel over Josephine and Caroline.,Làbákẹ́ rántí ẹ̀ẹ̀mejì tí Àdìó dá sí ìjà wọn lórí ọ̀rọ̀ Josephine àti Caroline.
1601,He remembered their endless trips together to the theatres and the cinema houses with Adio and his girlfriend Lara.,Ó rántí òde àìlópin wọn papọ̀ lọ sí tíátà àti ilé sinimá pẹ̀lú Àdìó àti ọ̀rẹ́bìnrin rẹ̀ Lará. 
1602,Labake remembered their weekend visits to the suburbs whilst in England.,Làbákẹ́ rántí àbẹ̀wò òpin-ọ̀sẹ̀ wọn lọ sí àwọn ìgbèríko nígbàtí wọ́n ṣì wà ní Englandi.
1603,She looked at Adio closely now. She was like a fool really. She was being stupid.,Ó wo Àdìó dáadáa nísinsìnyí. Òun fúnrarẹ̀ ṣe wá gọ̀ báyìí. Ó ponú.
1604,How could she have forgotten Adio so easily?,Báwo ni ó ṣe yára gbàgbé Àdìó kíá bẹ́ẹ̀?
1605,She was making a fool of herself.,Ó ń fi ara rẹ̀ ṣe yẹ̀yẹ́.
1606,"She watched him, speechless.",Ó ń wò ó láìsọ̀rọ̀.
1607,"When finally she heaved a  sign of relief, Adio asked:","Lèyín tí ó jàjà mí ìmí ìtura, Àdìó bèèrè pé:"
1608,"""Would you say now that I am not qualified to discuss this topic with you Labake?",“Ṣé wà á wá sọ pé mi ò kún ojú òṣùnwọ̀n láti bá ẹ sọ̀rọ̀ yìí Làbákẹ́?”
1609,"""Na... No... Labake answered slowly, meditatively,","“Rárá...rárá...”,  Làbákẹ́ rọra dáhùn tìrònú tìrònú"
1610,"""Not that. But. But. em...",“Ki í ṣe bẹ́ẹ̀. Ṣùgbọ́n. Ṣùgbọ́n. ẹm...”
1611,"Look Labake, if you insist on contesting the divorce in court, I won't stop you.","“Wò ó Làbákẹ́, tí o bá ṣì wà lórí pé o fẹ́ ṣẹjọ́ ìkọ̀sílẹ̀ ní ilé-ẹjọ́, mi ò ní ní ko má ṣe é."
1612,But all I am saying is that we can still talk about the matter...,"Ṣùgbọ́n nǹkan tí mò ń sọ ni pé, a ṣì lè yanjú ọ̀rọ̀ náà...”"
1613,You and me...,Èmi àti ẹ...
1614,"""Hum. Yes.' ""Good.., And thank you Labake for that.",“Hun....bẹ́ẹ̀ ni” “Ó dáa bẹ́ẹ̀…….mo dúpẹ́ lọ́wọ́ ẹ fún ìyẹn Làbákẹ́.
1615,Did you say Alamu ill-treated you?,Ṣé o ní Àlàmú fìyà jẹ ẹ́?
1616,"""Yes. How? - Probably beating you?",“Bẹ́ẹ̀ ni”. “Báwo? – ṣé ó ń nà ọ́ ni?
1617,No. Hasn't he raised up his hands to beat you once?,“Rárá.” “Ṣé kò tí ì gbé ọwọ́ rẹ̀ sókè láti nà ọ́ lẹ́ẹ̀kan rí?
1618,Slap you? Or something?,Kí ó gbá ọ létí?  tàbí  nǹkan?”
1619,He has not done that.',“Kò tí ì ṣe ìyẹn”
1620,I see. He must have punished you then - in some other way?,“Mo rí bẹ́ẹ̀. Á jẹ́ pé ó ti fìyà jẹ ẹ́ lọ́nà mìíràn nìyẹn?”
1621,"""Hum.. Hum... What about provocative utterances?",“Hùn...hùn...” “Àwọn ìdáhùnsi ìmúnibínú ńkọ́?
1622,Like shouting. Yelling on you?,Bí i kó pariwo. Kí ó kígbe mọ́ ẹ?
1623,"Talking angrily, and the rest of it. No.","Kí ó fìbínú dáhùn, àti àwọn mìíràn”. “Rárá.”"
1624,Nothing like that?,“Kò sí nǹkan tí ó jọbẹ́ẹ̀?
1625,"Adio asked, then smiled.","Àdìó béèrè, ó sì rẹ́rìn-ín músẹ́."
1626,"""How then has my friend ill-treated you Labake?",“Báwo ni ọ̀rẹ́ mi ṣé wá fìyà jẹ ọ́ Làbákẹ́?
1627,"Labake reflected for a minute, she tried to remember some instances of ill-treatment that she'd suffered in the hands of Alamu.","Làbákẹ́ ronú fún ìṣẹ́jú kan, ó gbìyànjú láti rántí àpẹẹrẹ àwọn ìgbà tí ó jìyà lọ́wọ́ Àlàmú."
1628,"She paused, looking up at the ceiling, no example readily came to her mind.","ó dánu dúró, ó ń wo òkè àjà, kò sí àpẹẹrẹ tí ó wá sí i lọ́kàn ní kíá."
1629,"I don't know, but I just know that he ill-treated me.","“Mi ò mọ̀, Ṣùgbọ́n mo ṣáà mọ̀ pé ó fìyà jẹ mí”."
1630,Adio smiled again.,Àdìó tún rẹ́rìn-ín músẹ́. 
1631,"See Labake flopping in an ""under-the-roof cross-examination!",Ẹ wo bí Làbákẹ́ ṣe ń koṣé níbi ìfọ̀rọ̀wánilẹ́nuwò abẹ́lé!
1632,"If it were the rigorous Cross-examination, in court then she would own up that she was wrong and ask for pardon or leniency!","Tí ó bá jẹ́ ìfọ̀rọ̀wánilẹ́nuwò amúnigbọ̀n ti ilé-ẹjọ́ ni, á ti jẹ́wọ́ pé òun lòun ṣẹ̀, á tọrọ ìdáríjì tàbí àánú."
1633,"Did you say Alamu is mad, Labake?","“Ṣé o ní Àlàmú ti ya wèrè, Làbákẹ́?”"
1634,"Yes, that is clear. ","“Bẹ́ẹ̀ ni, ìyẹn ò rúni lójú”"
1635,What? Could that be true really?,“Ẹẹẹn? Ṣé ìyẹn lè jẹ́ òótọ́ ṣá?
1636,How did you know that?,Báwo ni o ṣe mọ ìyẹn?”
1637,He is always laughing.,“Ẹ̀rín ni ó máa ń rín ní gbogbo ìgbà.
1638,Always drinking and smoking.,Ọtí mímu àti sìgá fífà ní gbogbo ìgbà.
1639,He's carried away all the items in the house.,Ó ti kó gbogbo ohun èèlò inú ilé lọ tán.
1640,Always moody.',Kì í túraká rárá.”
1641,What did you do about all these?,“Kí lo ti ṣé nípa gbogbo èyí?
1642,Have you ever tried to talk him out of it?,Ṣé o ti gbìyànjú àti bá a sọ ó rí?”
1643,"""He's always reluctant to talk.",“Ó máa ń lọ́ra láti sọ̀rọ̀”
1644,Do you know whether he has problems?,“Ṣé o mọ̀ bóyá ó ní ìṣoro kankan?”
1645,"Problem? May be, what type of problem?","“Ìṣoro? Bóyá, irú ìṣòro wo?"
1646,I don't know of any problem.,Èmi ò mọ̀ síìṣòro kankan.”
1647,"""You have not taken time to find out.",“O ò tí ì ṣàmúlò àsìkò láti fi wádìí.
1648,"Well, Labake, let me tell you this, that your husband has problems.","Ó dáa,  Làbákẹ́, jẹ́ kí n sọ èyí fún  ọ, pé ọkọ rẹ ní àwọn ìṣòro."
1649,Problems enough to distract his attention - anybody's attention.,Àwọn ìṣòro tí ó tó mú ọkàn rẹ̀ kúrò – ọkàn ẹnikẹ́ni.
1650,Problems enough to frustrate any man.,Ìṣòro tí ó tó láti mú ayé sú ẹnikẹ́ni.
1651,"As a wife who loves him so well, you should try and talk things over with him.","Gẹ́gẹ́ bí ìyàwó tó fẹ́ràn rẹ̀ dáadáa, ó yẹ kí o gbìyànjú láti ba a sọ̀rọ̀."
1652,Your husband and I see quite often.,Èmi pẹ̀lú ọkọ rẹ máa ń ríra dáadáa.
1653,He is not mad. That much I know.,Kò ya wèrè. Mo mọ ìyẹn dájú.
1654,He may be absent-minded.,Ó lè má fọkàn sí o.
1655,But he is not mad.,Ṣùgbọ́n kò ya wèrè.
1656,Alamu is not mad.,Àlàmú ò ya wèrè.
1657,My friend is not mad.,Ọ̀rẹ́ mi ò ya wèrè.
1658,Labake had started perspiring.,Làbákẹ́ ti bẹ̀rẹ̀ si í làágùn.
1659,"She felt as if she was in dreamland, really she did not bargain for what she saw and heard. She was seized with the urge to jump up from her seat, walk out and snap","Ó ṣé e bí ìgbà tó bá wà ní ìlú àlá, kò retí nǹkan tí ó rí àti èyítí ó sì gbọ́. Nǹkankan dè é mọ́lẹ̀, ó ń dì í mú láti fò sókè láti orí ìjókòó rẹ̀, kí ó rìn jáde, kí ó sì pariwo;"
1660,Stop! Stop! Lawyer of the honey tongue! Stop persuading me!,Dánudúró! Dánudúró! Agbẹjọ́rò aláhọ́n oyin! Má yí mi lọ́kàn padà!
1661,Stop cajoling me with your sugar tongue! i'll divorce your friend!,Má fi ẹnu dídùn rẹ tàn mí mọ́! Màá kọ ọ̀rẹ́ rẹ sílẹ̀!”.
1662,But instead Labake pressed herself more firmly to the chair she sitting on.,"Ṣùgbọ́n kàkà kí óṣéèyí, Làbákẹ́ lẹ̀dí mọ́ àga tí ó jókòó lé."
1663,What Adio was saying had a shoking effect.,Nǹkan tí Àdìó ń sọ ń ṣiṣé àmúmọ́lẹ̀.
1664,They were things she did not want to hear but which she had no power to stop listening to - for no obvious reason.,"Wọ́n jẹ́ nǹkan tí kò fẹ́ gbọ́, Ṣùgbọ́n kò ní agbára láti yẹ gbígbọ́ rẹ̀ -  láìnídìí kankan."
1665,"But she had to speak up to some of the issues Adio was now raising, otherwise, Adio would heap all the blame on her and declare her guilty through and through.","Ṣùgbọ́n ó ní láti fèsì sí díẹ̀ lára àwọn ọ̀rọ̀ náà tí Àdìó ń sọ, bi bẹ́ẹ̀ kọ́, Àdìó á kó gbogbo ẹ̀bi lé e, á sì dá a lẹ́bi gbogbo rẹ̀."
1666,"She was fully prepared, therefore, when Adio said:",Ó ti gbaradì pípé nìgbà tí Àdìó ní;
1667,"""Labake you did not let my friend's mother know all about these did you?'","“Làbákẹ́ o ò jẹ́ kí ìyá ọ̀rẹ́ mi mọ̀ nípa gbogbo èyí, àbí ṣé o jẹ́ kí wọ́n mọ̀?”"
1668,"""Mama?"" retorted Labake, ""Mama called me all sorts of names devil, enemies' agent, murderer holding me responsible for her son's plight, threatening to kill me if I did not pack out of her son's house immediately.","“Màmá?”, Làbákẹ́ dáhùn, “Kò sí orúkọ tí màmá ò pè mí tán – èṣù, aṣoju ọ̀tá, apààyàn –tí wọ́n ní èmi ni mò ń ṣé ọmọ àwọn, tí wọ́n lérí láti pa mí tí mi ò bá kó jáde ní ilé ọmọ àwọn lẹ́sẹ̀kesẹ̀."
1669,She swore oaths at me and cursed me.,"Wọ́n ṣépè, wọ́n sì gégùn-ún fún mi."
1670,I cannot relate now all I have suffered in the hands of his mother.,Mi ò lè sọ gbogbo nǹkan tójú mi rí lọ́wọ́ ìyá rẹ̀ tán báyìí.
1671,I can never forget.,Mi ò sì lè gbàgbé.
1672,"I don't think I will ever forgive either.""",Mi ò lérò pé mo lè dárí jìn ín láé pẹ̀lú”.
1673,"Labake unburdened her mind, out of anger at what she considered sheer injustice out of the anxiety to exonerate herself. Adio was happy.","Làbákẹ́ tú èrò ọkàn rẹ̀, pẹ̀lú ìbínú sín ǹ kan tí ó pè ní àìṣòtítọ́ nínú àníyàn àti fọ ara rẹ̀ mọ́. Inú Àdìó sì dùn."
1674,"That's good' he said, ""You have a point Labake.","“Ìyẹn dára”, ó sọ èyí, “O rí i sọ Làbákẹ́."
1675,"And you have made it beautifully, but remember, Labake, mama is old.","O sì sọ ọ dáa, Ṣùgbọ́n rántí, Làbákẹ́, màmá ti dàgbà."
1676,"She belongs to a different generation, old fashioned, traditional and superstitious.","Ọ̀wọ́ ìran mìíràn ni wọ́n ti wá – ará àtijọ́, aláṣà ni wọ́n, wọ́n sì tún máa ń gbàgbọ́ nínú nǹkan tí ò tó nǹkan."
1677,"Come to think of it, Labake, what Mama did is exactly what my own old mother would have done too in similar circumstance.","Tún rò ó,  Làbákẹ́, nǹkan tí màmá ṣe ni ìyá tèmi náà ì bá ṣe bó bá jẹ́ àwọn."
1678,You should know all these Labake.,Ó yẹ kí o mọ gbogbo èyí Làbákẹ́.
1679,"My friend couldn't have approved of Mama's stand, did he approve of it?","Ọ̀rẹ́ mi ò lè fọwọ́ sí ti màmá, àbíṣé ó fọwọ́ sí ọ̀rọ̀ màmá?"
1680,"I trust my friend. Labake reflected and slowly she said,","Mo jẹ́ rìí ọ̀rẹ́ mi. Làbákẹ́ rò ó, ó sì sọ ọ́ jẹ́jẹ́ pé,"
1681,"No. No... He did not, he's not aware of it.","“Rárá. Rárá... Kò ṣe bẹ́ẹ̀, Kò tiè gbọ́ sí i."
1682,"There was a time I wanted to let him know of it, but he would not listen.","Ìgbà kán wà ti mo fẹ́ sọ fún un, Ṣùgbọ́n kò ní í gbọ́."
1683,"So, I stopped talking about it to him.","Nítorí náà, mí ò sọ fún un mọ́."
1684,"In other words', Adio interjected, 'my friend did not know anything about Mama's behaviour?'","“Lọ́rọ̀ kan”, Àdìó dáhùn, “ọ̀rẹ́ mi ò mọ nǹkankan nípa ìhùwàsí màmá?”"
1685,"""No, so we cannot blame him... you cannot blame him for something he did not know about.","“Rárá”, fún ìdí èyí, a kò lè dá a lẹ́bi... O ò lè dáa lẹ́bi fún nǹkan tí kò mọ̀ nípa."
1686,Don't let us blame him Labake.,Má jẹ́ kí a dá a lẹ́bi Làbákẹ́.
1687,Adio had scored another point!,Àdìó tún ti ní àmì ayò mìíràn!
1688,Labake was annoyed with herself.,Làbákẹ́ ń bínú sí ara rẹ̀.
1689,"If she had not been caught unawares, she probably would have presented her case in a more coherent way.","Bí ò báṣé pé ó bá a lójijì ni, kò bá ti gbé ọ̀rọ̀ rẹ̀ kalẹ̀ lọ́nà tí ó dáa jù báyìí lọ."
1690,And now she didn't know whether to continue with the discussion or ask Audio to excuse her.,"Nísinsìnyí, kò mọ̀ bóyá kí ó tẹ̀síwájú pẹ̀lú ọ̀rọ̀ náà, tàbí kí ó tọrọ gáfárà lọ́wọ́ Àdìó. "
1691,"But before she ever had the time to reach a resolution, Adio had dealt the final knock-out blow...","Ṣùgbọ́n kí ó tó ráyè ṣé ìpinnu, Àdìó ti sọọ̀rọ̀ mìíràn lù ú..."
1692,"""Labake. Labake. There is no doubt about it.",“Làbákẹ́. Làbákẹ́. Kò sí iyèméjì nípa rẹ̀.
1693,"You have suffered, I know it.","O ti jìyà, mo mọ̀ ọ́n."
1694,"It is a pity, but suffering, you know, is part of the test of true love. Don't you agree?","Ó ṣeni láàánú, ṣùgbọ́n ìjìyà, tí o mọ̀ yìí, jẹ́ ara àdánwò ìfẹ́ òtítọ́. Ṣé o gbọ́?”"
1695,"Labake did not say 'yes', she did not say ""no"" either. She was confused.","Làbákẹ́ kò wí “bẹ́ẹ̀ ni”, kò sì wí “bẹ́ẹ̀ kọ́”. Ìrújú bá a."
1696,"The matter before her was a matter she had to spend days, even weeks, thinking about.","Ọ̀rọ̀ iwájú rẹ̀ yìí jẹ́ ọ̀rọ̀ tí ó ní láti lo ọjọ́, ọ̀sẹ̀ láti fi rò ó."
1697,No stand should be taken now.,Kò gbọdọ̀ sọ nǹkankan báyìí.
1698,Lawyer Adio had done his best.,Agbẹjọ́rò Àdìó ti sa ipá rẹ̀.
1699,He had played his part well.,Ó ti ṣiṣé rẹ̀ dáadáa.
1700,"Even as Labake stood up to go, she heard the lawyer promising he would pay them a visit at home, unfailingly, she should expect him.","Bí Làbákẹ́ ṣé dìde láti lọ, ó gbọ́ agbẹjọ́rò náà tí ó ń ṣèlérí láti bẹ̀ wọ́n wò nílé, kò ní í yẹ̀, kí ó máa retí rẹ̀."
1701,"Labake closed the door of the chambers gently behind her and was received outside with a sunny cheerful smile by her friend, the receptionist. ","Làbákẹ́ pa ilẹ̀kụ̀n ìyẹ̀wù náà dé jẹ́jẹ́ lèyín rẹ̀, ẹ̀rín músẹ́ tó múnúdùn ni ọ̀rẹ́ rẹ̀, olùgbàlejò ìyèwù náà fi pàdé rẹ̀."
1702,"And downstairs, on the street, Adios drive was waiting, opening the door of his master's car to take Labake back home.","Ní ìsàlẹ̀, ní òpópónà, dẹ́rẹ́bà Àdìó ń dúró, ó sì ń ṣí ilẹ̀kùn ọkọ̀ ayọ́kẹ́lẹ́ ọ̀gá rẹ̀ láti fi gbé Làbákẹ́ padà sílé."
1703,"Labake stopped at the motor park. She got out, thanking Adios driver.","Làbákẹ́ dúró ní ibùdókọ̀. Ó bọ́ sílẹ̀, ó sì ń dúpẹ́ lọ́wọ́ awakọ̀ Àdìó."
1704,"In a minute, the car tuned the roundabout and zoomed off in the direction of Oke-Ado.","Ní ìṣẹ́jú kan, ọkọ̀ náà yípo ó sì tẹná lọ sọ́nà Òkè-Àdó."
1705,It was a Mercedes-Benz.,Ó jẹ́ ọkọ̀ mẹ̀sí ọlọ́yẹ́.
1706,"Life was no doubt smiling on Adio - a very successful lawyer, enjoying all the wonderful opportunities offered by the city.","Nǹkan ń dùn fún Àdìó, láìsí àní-àní– agbẹjọ́rò tó ní lárí ni, ó ń gbádùn gbogbo àǹfààní tí ìlú ní láti fún un."
1707,"He looked well-fed, and had put on a lot of weight, especially around the neck and the tummy.","Ó rí bí i ẹni tó jẹun kánú, tí ó sì ti lẹ́ran léti dáadáa, pàápàá jùlo ọrùn rẹ̀ àti ikùn rẹ̀."
1708,That was why it was not immediately possible for Labake to recognise him.,Ìdí nìyẹn tí kò fi ṣeéṣe fún Làbákẹ́ láti dá a mọ̀ lẹ́sẹ̀kẹsẹ̀.
1709,"Way back in England, Adio was a slim shy-looking man; so indigent - always praying for the quick arrival of his scholarship reimbursement from the High Commission.","Nìgbà tí wọ́n ṣì wà ní Englandi, Àdìó jẹ́ ọkùnrin pẹlẹbẹ kan, tí ojú máa ń tì; ó tálákà gan an – gbogbo ìgbà ni ó fi máa ń gbàdúrà pé kí ìdápadà ìwé-ọ̀fẹ́ rẹ̀ ótètè dé láti ọ̀dọ̀ àjọ tó ga jù."
