English	Yoruba
“They emphasize that disciples of Jesus Christ would be identified by the love they have among themselves.”	“Wọ́n máa ń tẹnu mọ́ ọn pé ohun tá a fi ń dá àwọn ọmọ ẹ̀yìn Jésù Kristi mọ̀ ni ìfẹ́ tí wọ́n ní láàárín ara wọn.”
The preaching activity of Jehovah’s Witnesses.	Iṣẹ́ ìwàásù àwọn Ẹlẹ́rìí Jèhófà.
“Jehovah’s Witnesses are distinguished by their active preaching.	“A tún ń fi iṣẹ́ ìwàásù àwọn Ẹlẹ́rìí Jèhófà dá wọn mọ̀.
I would put Jehovah’s Witnesses in first place when it comes to their preaching activity and zeal.	Mo lérò pé kò sẹ́ni tó ń wàásù bí àwọn Ẹlẹ́rìí Jèhófà, kò sì sẹ́ni tó ní ìtara tó wọn.
Every believer must preach and spend some time preaching.	Gbogbo wọn gbọ́dọ̀ wàásù kí wọ́n sì lo àkókò díẹ̀ lẹ́nu iṣẹ́ ìwàásù.
“They generally say, ‘Here is what the Bible says.’	“Wọ́n sábà máa ń sọ pé, ‘Ohun tí Bíbélì sọ nìyí.’
A person can take the Bible and check for himself.	Ẹnì kan lè ṣí Bíbélì kí òun fúnra rẹ̀ sì yẹ̀ ẹ́ wò.
If he agrees, he will join them.	Bó bá fara mọ́ ohun tí Bíbélì sọ, á dara pọ̀ mọ́ wọn.
If he disagrees, he will not join them.	Bí kò bá sì fara mọ́ ọn, kò ní dara pọ̀ mọ́ wọn.
There is no coercion.”	Wọ́n kì í fipá múni.”
The accusation that Jehovah’s Witnesses are extremists.	Ẹ̀sùn tí wọ́n fi kan àwọn Ẹlẹ́rìí Jèhófà pé wọ́n jẹ́ agbawèrèmẹ́sìn.
“Initially, certain publications of Jehovah’s Witnesses were declared extremist because experts claimed that these publications asserted that the religion of Jehovah’s Witnesses is the only true religion and all others are false.	“Ohun tó mú kí ìjọba kọ́kọ́ sọ pé agbawèrèmẹ́sìn làwọn Ẹlẹ́rìí Jèhófà ni pé àwọn ọ̀jọ̀gbọ́n kan sọ pé àwọn ìwé wọn kan sọ pé àwọn Ẹlẹ́rìí Jèhófà nìkan ló ń ṣe ìsìn tòótọ́ àti pé àwọn ìsìn tó kù jẹ́ ìsìn èké.
Other denominations make similar claims, but in this case the accusations were made against Jehovah’s Witnesses.	Àwọn ẹlẹ́sìn míì náà máa ń sọ irú ọ̀rọ̀ bẹ́ẹ̀, àmọ́ àwọn Ẹlẹ́rìí Jèhófà ni wọ́n fẹ̀sùn kan nínú ẹjọ́ tó wà nílẹ̀ yìí.
The assertions that their religion is the only true one and all others are false were interpreted as propaganda of religious superiority.	Wọ́n ka ohun táwọn Ẹlẹ́rìí Jèhófà sọ pé ìsìn àwọn nìkan ni ìsìn tòótọ́ àti pé àwọn ìsìn tó kù jẹ́ èké sí ìpolongo ẹ̀tàn.
“From my standpoint as a religious scholar, a weakness of [the court decision] is that a person, if so inclined, could find assertions by any religious denomination that its religion is the only true religion and that all others are false or have been misled.	“Lójú tèmí gẹ́gẹ́ bí onímọ̀ nípa ẹ̀sìn, [ìpinnu ti ilé ẹjọ́ ṣe yìí] ò tọ̀nà, torí pé béèyàn bá yàn láti wádìí ọ̀rọ̀ náà wò, kò sí ẹlẹ́sìn tí ò ní sọ pé tòun ni ìsìn tòótọ́, ìsìn èké làwọn tó kù tàbí pé wọ́n ti ṣì wọ́n lọ́nà.
“To say that believers consider their religion to be the absolute truth and to consider other religions to be either absolutely false or mostly false certainly describes any religious person.	“Gbogbo ẹlẹ́sìn ló máa ń sọ pé tiwọn nìkan ni ìsìn tòótọ́, tí wọ́n á sì ka àwọn ẹ̀sìn tó kù sí ẹ̀sìn èké tàbí èyí tí kò fi taratara jóòótọ́.
It must be the case or one would be considered a hypocrite.	Bó ṣe yẹ kó rí náà nìyẹn àfi bí wọ́n bá máa ṣe àgàbàgebè ló kù.
“However, to the extent that God’s laws do not conflict with secular laws, Jehovah’s Witnesses diligently and consistently strive to obey secular laws.	“Àmọ́, àwọn Ẹlẹ́rìí Jèhófà máa ń sapá nígbà gbogbo láti pa òfin ìjọba mọ́ bí kò bá ti forí gbárí pẹ̀lú òfin Ọlọ́run.
There is a reason why there are so many reports of Jehovah’s Witnesses returning lost wallets and paying fines or taxes that they could evade.	Ìdí nìyẹn tá a fi máa ń gbọ́ pé àwọn Ẹlẹ́rìí Jèhófà dá pọ́ọ̀sì tí wọ́n rí he pa dà, wọ́n sì sanwó ìtanràn tàbí owó orí bó tilẹ̀ jẹ́ pé wọ́n lè ṣàì ṣe bẹ́ẹ̀.
This is a conscious decision and I would not accuse them of any extremist pretense.”	Ìpinnu àtọkànwá lèyí jẹ́ mi ò sì ní fi ẹ̀sùn kàn wọ́n pé wọ́n jẹ́ agbawèrèmẹ́sìn tó wulẹ̀ ń díbọ́n.”
Jehovah’s Witnesses and the Bible.	Àwọn Ẹlẹ́rìí Jèhófà Máa Ń Lo Bíbélì.
“Something unique about Jehovah’s Witnesses is that they use various Bible translations for study and in the ministry.	“Ohun kan tó ṣàrà ọ̀tọ̀ nípa àwọn Ẹlẹ́rìí Jèhófà ni pé wọ́n máa ń lo onírúurú ìtumọ̀ Bíbélì fún ìkẹ́kọ̀ọ́ àti lẹ́nu iṣẹ́ ìwàásù wọn.
They take great interest in distributing the Bible in different languages.	Wọ́n rí i bí ohun tó ṣe pàtàkì pé kí wọ́n mú káwọn èèyàn ní Bíbélì ní oríṣiríṣi èdè.
In this respect, they are uniquely Bible-centric.	Wọn ò dà bí àwọn ẹlẹ́sìn yòókù torí pé wọ́n pọkàn pọ̀ sórí Bíbélì.
Their Bible translation was actually declared extremist here . . .	Àwọn aláṣẹ ka ìtumọ̀ Bíbélì wọn sí ìwé àwọn agbawèrèmẹ́sìn . . .
Perhaps those behind that decision thought that Jehovah’s Witnesses were exclusively attached to that translation and that Jehovah’s Witnesses would give up if it was eliminated from the game.	Bóyá àwọn tó ṣe ìpinnu yẹn rò pé àwọn Ẹlẹ́rìí Jèhófà ti fẹ́ràn Bíbélì wọn jù àti pé wọ́n á ṣíwọ́ iṣẹ́ ìwàásù tí wọn ò bá jẹ́ kí wọ́n lo Bíbélì yẹn mọ́.
That was a wrong assumption.	Àṣìrò nìyẹn jẹ́.
Jehovah’s Witnesses see the value in each translation of the Bible.”	Àwọn Ẹlẹ́rìí Jèhófà ò fọwọ́ rọ́ ìtumọ̀ Bíbélì kankan sẹ́yìn.”
The use of legal entities for practicing faith.	Lílo àjọ tó ń bójú tó iṣẹ́ wa lábẹ́ òfin.
“The decision of the Supreme Court of the Russian Federation shows that . . . the majority of congregations of Jehovah’s Witnesses did not have a legal entity . . .	“Ìpinnu Ilé Ẹjọ́ Gíga Jù Lọ ti Orílẹ̀-Èdè Rọ́ṣíà fi hàn pé. . . èyí tó pọ̀ jù nínú ìjọ àwọn Ẹlẹ́rìí Jèhófà kò ní àjọ tó ń bójú tó iṣẹ́ wọn lábẹ́ òfin . . .
Therefore, it is not accurate to say that every one of Jehovah’s Witnesses in a certain area is automatically a member of a legal entity.	Torí náà, kò tọ̀nà láti sọ pé olúkúlùkù Ẹlẹ́rìí Jèhófà tó wà ní agbègbè pàtó kan gbọ́dọ̀ jẹ́ ara àjọ tó ń bójú tó iṣẹ́ wọn lábẹ́ òfin.
“As for the legal entities . . . , I carefully studied their charters, in which there is no mention of overseers, elders, pioneers; such terms are not found therein.	“Ní ti àwọn àjọ tó ń bójú tó iṣẹ́ wọn lábẹ́ òfin . . . , mo fara balẹ̀ ṣàyẹ̀wò ìwé òfin tí wọ́n fi dá wọn sílẹ̀, wọn ò dárúkọ alábòójútó, alàgbà, aṣáájú-ọ̀nà; irú àwọn ọ̀rọ̀ bẹ́ẹ̀ ò sí níbẹ̀.
The charters usually refer to founders, a limited group of approximately ten persons.	Orúkọ àwọn olùdásílẹ̀ àjọ náà ló máa ń wà níbẹ̀, àwùjọ kéréje tí kì í ju nǹkan bí èèyàn mẹ́wàá lọ.
When it comes to purely canonical activity, they represent not the legal, but the canonical aspect of the activity of Jehovah’s Witnesses. . . .	Àwọn tí orúkọ wọn ò sí nínú ìwé yẹn kọ́ ló ń ṣojú fún òfin, ohun tó jẹ mọ́ ọ̀rọ̀ ẹ̀sìn àwọn Ẹlẹ́rìí Jèhófà ni wọ́n ń bójú tó. . . .
Their activity remains the same regardless of country or region.	Ohun táwọn Ẹlẹ́rìí Jèhófà ń ṣe ò sì yàtọ̀ síra láìka orílẹ̀-èdè tàbí ẹkùn ìpínlẹ̀ tí wọ́n wà sí.
“Jehovah’s Witnesses took note of the [Supreme Court decision that liquidated their legal entities only] by trying not to violate this Supreme Court decision outright.	“Ṣe ni àwọn Ẹlẹ́rìí Jèhófà gbìyànjú láti fara mọ́ [ìpinnu Ilé Ẹjọ́ Gíga Jù Lọ tó fi òfin de àjọ tó ń bójú tó iṣẹ́ wọn lábẹ́ òfin yìí] kí wọ́n má bàa ta ko ìpinnu Ilé Ẹjọ́ Gíga Jù Lọ náà délẹ̀délẹ̀.
At the same time, they continue their activity as a religious denomination that has not been banned by the authorities.	Torí náà, wọ́n ń bá iṣẹ́ wọn nìṣó gẹ́gẹ́ bí ẹ̀sìn tí àwọn aláṣẹ ò fi òfin dè.
They continue their activity as private individuals who are practicing their religion.	Wọ́n ń bá iṣẹ́ wọn lọ bí olùjọsìn tó wà láyè ara ẹ̀.
From their perspective and from the standpoint of religious studies, their activity does not violate the Supreme Court decision.”	Lójú wọn àti bí ìwádìí nípa ẹ̀sìn ṣe fi hàn, iṣẹ́ wọn ò ta ko ìpinnu Ilé Ẹjọ́ Gíga Jù Lọ.”
Jehovah’s Witnesses and blood transfusions.	Ojú tí àwọn Ẹlẹ́rìí Jèhófà fi ń wo gbígba ẹ̀jẹ̀.
“The Bible says that ‘life is in the blood’; therefore, blood should never be used.	“Bíbélì sọ pé ‘inú ẹ̀jẹ̀ ni ẹ̀mí wà’; torí náà ẹ kò gbọ́dọ̀ jẹ ẹ̀jẹ̀.
The context is a dietary prohibition, but they interpret it more broadly.	Ọ̀rọ̀ nípa irú oúnjẹ téèyàn ò gbọ́dọ̀ jẹ ni ibí yìí ń sọ, amọ́ wọ́n mú kí ìtumọ̀ rẹ̀ túbọ̀ gbòòrò.
They believe that blood should not be used in any form, not in food (they do not eat blood sausage) nor as a blood transfusion.	Wọ́n gbà pé èèyàn ò gbọ́dọ̀ jẹ ẹ̀jẹ̀ ní ọ̀nà èyíkéyìí, yálà nínú oúnjẹ (wọn kì í jẹ sọ́séèjì tí wọ́n po ẹ̀jẹ̀ mọ́) tàbí nípa gbígbà á sára.
They do, however, accept minor blood fractions.	Ṣùgbọ́n, wọ́n máa ń lo àwọn ìpín kékeré látara èròjà ẹ̀jẹ̀.
It is up to each believer . . .	Ẹnì kọ̀ọ̀kan ló máa pinnu ìyẹn . . .
By refusing a blood transfusion they are not choosing to die, instead, they want quality treatment and first-rate medical assistance.	Kì í ṣe pé wọ́n fẹ́ kú ni wọ́n ṣe ń sọ pé àwọn ò gbẹ̀jẹ̀, ṣe ni wọ́n fẹ́ ìtọ́jú tó péye àti àbójútó ìṣègùn tó dáa.
Blood transfusions, in their view and from various medical standpoints, come with a risk because a person can contract AIDS or something else.	Wọ́n mọ̀, àwọn oníṣègùn náà sì gbà pé ìgbẹ̀jẹ̀sára léwu torí pé ẹni tó gbẹ̀jẹ̀ sára lè kó àrùn Éèdì tàbí irú àrùn míì.
Bloodless surgeries provide a higher guarantee, and I see from examining the statistics that wealthy people often prefer to forgo blood transfusions because this guarantees better protection from infections and complications.”	Iṣẹ́ abẹ láìlo ẹ̀jẹ̀ ló fọkàn ẹni balẹ̀ jù, mo sì ti rí i nígbà tí mo ṣàyẹ̀wò àkọsílẹ̀ ìṣirò pé àwọn ọlọ́rọ̀ kì í sábà fẹ́ láti gbẹ̀jẹ̀ torí pé ìyẹn ni ò ní jẹ́ kí wọ́n kó àrùn tàbí kí wọ́n ní ìṣòro.”
Jehovah’s Witnesses and donations.	Ojú tí àwọn Ẹlẹ́rìí Jèhófà fi ń wo ọrẹ.
“A person can choose not to make any donations.	“Ẹnì kan lè pinnu pé òun ò ní fi owó ṣètọrẹ.
Theoretically speaking, one can actually attend meetings of Jehovah’s Witnesses his whole life and never contribute a single ruble or dollar.	Ó ṣeé ṣe kí ẹnì kan fi gbogbo ọjọ́ ayé rẹ̀ lọ sí ìpàdé àwọn Ẹlẹ́rìí Jèhófà kó má sì dá kọ́bọ̀.
It is up to each individual whether to contribute or not.”	Ọwọ́ ẹnì kọ̀ọ̀kan ló kù sí láti pinnu bóyá òun á fi owó ṣètọrẹ tàbí òun ò ní ṣe bẹ́ẹ̀.”
Although Dr. Ivanenko authoritatively testified that Jehovah’s Witnesses are conscientious, law-abiding Christians, the court ignored his arguments and sentenced all six brothers to various terms of imprisonment.	Bó tilẹ̀ jẹ́ pé ọ̀mọ̀wé Ivanenko fi ìdánilójú jẹ́rìí sí i pé àwọn Ẹlẹ́rìí Jèhófà kì í ṣe arúfin, wọ́n sì máa ń pa òfin mọ́, ilé ẹjọ́ kó àlàyé rẹ dà nù wọ́n sì ní kí àwọn arákùnrin mẹ́fẹ̀ẹ̀fà lọ lògbà tó yàtọ̀ síra lẹ́wọ̀n.
"As Russia continues to accuse our brothers falsely and imprison them unjustly, it remains our prayer that Jehovah bless our courageous and faithful fellow worshippers with the joy of his approval.—Psalm 109:2-4, 28."""	"Bí orílẹ̀-èdè Rọ́ṣíà ṣe ń bá a nìṣo láti máa fi ẹ̀sùn èké kan àwọn ará wa tí wọ́n sì ń fi wọ́n sẹ́wọ̀n láìtọ́, a ò ní yé gbàdúrà pé kí Jèhófà máa rọ̀jò ibùkún rẹ̀ sórí àwọn ará wa tí wọ́n jẹ́ onígboyà àti olóòótọ́ kí inú wọn lè máa dùn pé àwọn ní ìtẹ́wọ́gbà rẹ̀.—Sáàmù 109:2-4, 28."""
	
"""On February 14, 2020, the Vilyuchinsk City Court convicted Brother Mikhail Popov and his wife, Sister Yelena Popova."	"""Ní February 14, 2020, Ilé-Ẹjọ́ ìlú ńlá Vilyuchinsk dá Arákùnrin Mikhail Popov àti ìyàwó rẹ̀ Arábìnrin Yelena Popov lẹ́bi."
The court fined them 350,000 rubles ($5,508 U.S.) and 300,000 rubles ($4,722 U.S.), respectively, but did not sentence them to any prison time.	Ilé-Ẹjọ́ ní kí Arákùnrin Mikhail Popov san 350,000 rubles ($5,508 U.S.) owó ìtanràn, wọ́n sì ní kí ìyàwó rẹ̀ Arábìnrin Yelena Popov san 300,000 rubles ($4,722 U.S.), àmọ́ wọn ò fi wọ́n sẹ́wọ̀n rárá.
They will both appeal their convictions.	Àwọn méjèèjì máa pe ẹjọ́ kòtẹ́milọ́rùn lórí ìdájọ́ yìí.
Mikhail and Yelena were arrested in July 2018.	Ìjọba mú Mikhail àti Yelena ní July 2018.
Shortly afterward, they were released to await trial.	Kò sì pẹ́ tí wọ́n fi wọ́n sílẹ̀, wọ́n sì ní kí wọ́n máa dúró de ìdájọ́ wọn.
Since 2019, Russian courts have convicted 28 Jehovah’s Witnesses for their faith.	Láti ọdún 2019, ilé-ẹjọ́ orílẹ̀-èdè Rọ́ṣíà ti dá àwọn Ẹlẹ́rìí Jèhófà méjìdínlọ́gbọ̀n (28) lẹ́bi nítorí ìgbàgbọ́ wọn.
"Ten of these brothers and sisters were convicted in just the last two months. However, these ten are not currently imprisoned."""	"Nínú oṣù méjì tó kọjá nìkan, mẹ́wàá nínú àwọn arákùnrin àti àwọn arábìnrin wọ̀nyí ni wọ́n dá lẹ́bi. Àmọ́, wọn ò tíì fi wọ́n sẹ́wọ̀n báyìí."""
	
"""On Friday, August 30, 2019, Brother Valeriy Moskalenko delivered his concluding comments to the court."	"""Ní Friday, August 30, 2019, Arákùnrin Valeriy Moskalenko sọ ọ̀rọ̀ àsọkágbá rẹ̀ fún ilé ẹjọ́."
The following is a partial transcript (translated from Russian) of his testimonial:	Díẹ̀ rèé (tá a túmọ̀ láti èdè Rọ́ṣíà) lára ọ̀rọ̀ tó sọ níwájú ilé ẹjọ́:
Your Honor and distinguished attendants, I am 52 years old and the past year I have been kept in custody.	Ọ̀gá Àgbà àti gbogbo ẹ̀yin ọlọ́lá tó wà níkàlẹ̀, ọmọ ọdún méjìléláàádọ́ta (52) ni mí, ọdún tó kọjá yìí ni wọ́n fi mí sí àtìmọ́lé.
To be exact, it has been over a year now.	Tàbí kí n kúkú sọ ní tààràtà pé ó ti lé ní ọdún kan báyìí.
In my final words at this court session, I want to tell you briefly about myself, how I view the criminal charges, and about my personal view of life.	Nínú ọ̀rọ̀ àsọkágbá mi fún ilé ẹjọ́ yìí, mo fẹ́ ṣàlàyé ṣókí fún yín nípa ara mi, ojú ti mo fi wo ẹ̀sùn ọ̀daràn tí wọ́n fi kàn mí àti ọwọ́ tí mo fi mú ìwàláàyè.
I hope very much that you, Your Honor, will understand why I will not renounce my faith in God and why believing in God is not a crime.	Ọ̀gá Àgbà, mo nírètí pé ẹ máa lóye ìdí ti mi ò fi ní sẹ́ ìgbàgbọ́ tí mo ní nínú Ọlọ́run àti ìdí kò fi sí ẹ̀ṣẹ̀ nínú kéèyàn gba Ọlọ́run gbọ́.
I have not always been one of Jehovah’s Witnesses.	Ẹlẹ́rìí Jèhófà kọ́ ni mí látilẹ̀ wá.
My parents were kind and gave me a good upbringing, but even as a child it bothered me that there was so much injustice everywhere.	Èèyàn rere làwọn òbí mi wọ́n sì kọ́ mi dáadáa, síbẹ̀ látìgbà tí mo ti wà lọ́mọdé ló ti máa ń dùn mí pé ìwà ìrẹ́jẹ kún ibi gbogbo.
I thought, ‘This is not the way it should be—evil people and deceivers flourish, and honest and kind people suffer.’	Mo máa ń ronú pé, ‘Kì í ṣe bó ṣe yẹ kí nǹkan rí nìyí, àwọn ẹni ibi àtàwọn ẹlẹ́tàn ń gbèrú, àwọn olóòótọ́ àti ẹni rere sì ń jìyà.’
At the age of 24, having seriously researched and studied the Bible for several months, I found answers to my questions.	Nígbà tí mo wà lọ́mọ ọdún mẹ́rìnlélógún (24), mo ṣèwádìí gan-an nínú Bíbélì fún ọ̀pọ̀ oṣù, mo sì rí ìdáhùn sí àwọn ìbéèrè mi.
Since then, I have been trying to make decisions that take into account God’s feelings, laws, and principles, which are described in detail	Àtìgbà ló ti jẹ́ pé kí n tó ṣe ìpinnu, mo kọ́kọ́ máa ń ronú nípa ojú tí Ọlọ́run á fi wo ohun tí mo fẹ́ ṣe, màá sì tún ronú nípa àwọn òfin àti ìlànà rẹ̀.
[in the Bible] and are exemplified in the lives of [worshippers] who lived in the past.	[Bíbélì] ṣàlàyé àwọn òfin àti ìlànà náà ní kíkún, èèyàn sì lè mọ púpọ̀ sí i nípa wọn téèyàn bá kẹ́kọ̀ọ́ nípa àwọn tó sin Ọlọ́run nígbà àtijọ́.
I live with my mother in the same flat.	Inú ilé kan náà ni èmi àti màmá mi ń gbé.
She is elderly and needs my care.	Wọ́n ti dàgbà, ó sì yẹ kí n máa tọ́jú wọn.
On August 1, 2018, when my mother was home alone, the Federal Security Service (FSB) investigator instructed the Special Forces to saw through the hinges of our front door.	Ní August 1, 2018, nígbà tí màmá mi nìkan wà nínú ilé, Àwọn Òṣìṣẹ́ Aláàbò ti Ìjọba (FSB) tí wọ́n ń ṣe iṣẹ́ ìwádìí sọ fún Àwọn Ọlọ́pàá Àkànṣe pé kí wọ́n fi ayùn rẹ́ ilẹ̀kùn iwájú ìta ilé wa kúrò lára férémù.
This is the way the investigator intended to enter my flat to conduct a search.	Ọ̀nà tí ẹni tó wá ṣèwádìí náà yàn láti gbà wọnú ilé mí nìyẹn o.
My mother was very frightened.	Ẹ̀rù ba màmá mi gan-an.
After the masked Special Forces broke into our flat, my mother had a heart attack and an ambulance had to be called.	Lẹ́yìn tí Àwọn Ọlọ́pàá Àkànṣe tó da aṣọ bojú náà já wọnú ilé wa, àyà màmá mi jà débi pé wọ́n ní àrùn ọkàn wọ́n sì ní láti pe áńbúláǹsì kó wá gbé wọn.
Upon learning that the police were in my home, I arrived 30 minutes later.	Ọgbọ̀n ìṣẹ́jú lẹ́yìn tí mo gbọ́ pé àwọn ọlọ́pàá ti lọ sí ilé wa ni mo pa dà délé.
When I saw my mother’s condition, my own blood pressure spiked.	Nígbà tí mo rí ipò tí màmá mi wà, ìfúnpá tèmi náà ga sí i. Láìka gbogbo èyí sí, mi ò fi ṣèbínú, ṣe ni mo fọwọ́ wọ́nú.
Despite all this, I did not get angry and I tried to maintain my composure. I was kind—as befits a Christian.	Mò ń fi ìfẹ́ hùwà, bó ṣe yẹ kí Kristẹni ṣe.
My God, Jehovah, taught me that and I don’t want to displease him.	Ohun tí Jèhófà, Ọlọ́run mi fi kọ́ mi nìyẹn, mi ò sì fẹ́ ṣe ohun tó máa mú un bínú.
I’m sorry, your Honor, I usually don’t talk about myself this much.	Ẹ forí jì mí, Ọ̀gá Àgbà, èmi kì í sọ̀rọ̀ nípa ara mi tó báyìí.
It’s not my habit, but now I must do so.	Kì í ṣe ìwà mi, ọ̀rọ̀ ló bá mo-kó-mo-rò wá o.
I have been one of Jehovah’s Witnesses for over 25 years.	Ó lé ní ọdún mẹ́ẹ̀ẹ́dọ́gbọ̀n (25) tí mo ti di Ẹlẹ́rìí Jèhófà.
That is a large portion of my life.	Ẹ̀sìn tí mo fi èyí tó pọ̀ jù nínú ìgbésí ayé mi ṣe nìyẹn.
And all this time I have never been considered an extremist.	Látìgbà tí mo sì ti ń ṣe ẹ̀sìn náà, kò sẹ́ni tó kà mí sí agbawèrèmẹ́sìn rí.
On the contrary, I was known as a good neighbor, a conscientious worker, and a caring son.	Kàkà bẹ́ẹ̀, aládùúgbò rere làwọn èèyàn kà mí sí, ẹni tó ń fi tọkàntọkàn ṣiṣẹ́ àti ọmọ tó ń tọ́jú òbí ẹ̀.
Suddenly, since April 20, 2017, I have been called an extremist.	Ṣàdédé ni wọ́n bẹ̀rẹ̀ sí í pè mí ní agbawèrèmẹ́sìn láti April 20, 2017.
On what grounds?	Torí kí ni?
What has changed?	Ìwà búburú wo ní wọ́n bá lọ́wọ́ mi?
Have I become worse? No.	Ṣé mo ti ń hùwà àìdá ni? Rárá o.
Have I become violent or caused someone pain and suffering? No.	Ṣé mo ti di oníwà ipá ni àbí mo ti di ẹni tó ń fi ìyà jẹ àwọn míì tó sì ń fa ìrora fún wọn? Rárá o.
Have I lost the right to avail myself of Article 28 of the Russian Constitution?	Ṣé mi ò lẹ́tọ̀ọ́ láti jàǹfààní ohun tí Abala Kejìdínlọ́gbọ̀n nínú Òfin Orílẹ̀-Èdè Rọ́ṣíà sọ ni?
Also no.	Rárá nìyẹn náà.
My name was not listed in the decision of the Supreme Court.	Orúkọ mi ò sí lára àwọn tí Ilé Ẹjọ́ Gíga Jù Lọ gbọ́ ẹjọ́ wọn.
Nobody has deprived me of the right to use the Constitution of the Russian Federation, in particular Article 28.	Kò sẹ́ni tó gba ẹ̀tọ́ àtilo Òfin Orílẹ̀-Èdè Rọ́ṣíà lọ́wọ́ mi, pàápàá jù lọ Abala Kejìdínlọ́gbọ̀n.
Then why am I here at the defendant’s bench?	Kí ló wá sọ mí di ẹni tó ń jẹ́jọ́ nílé ẹjọ́?
From my conversations with the investigator, it became even more evident that I was arrested and held in custody because I am a believer who uses the name of the Almighty God, Jehovah, in my prayers and speech.	Nínú ọ̀rọ̀ tí èmi àti olùṣèwádìí jọ sọ, ó túbọ̀ ṣe kedere pé torí pé mo gba Jèhófà, Ọlọ́run Olódùmarè gbọ́ mo sì ń lo orúkọ rẹ̀ nínú àdúrà àti ọ̀rọ̀ mi ni wọ́n ṣe mú mi tí wọ́n sì fi mí sí àtìmọ́lé.
But this is not a crime.	Àmọ́, ẹ̀ṣẹ̀ ò sí nínú ìyẹn.
God himself has chosen his name and made sure that it was recorded in the Bible.	Ọlọ́run ló sọ ara rẹ̀ lórúkọ, tó sì rí i dájú pé orúkọ náà wà nínú Bíbélì.
I repeat again and again, it is completely unthinkable for me to go against the will of God that is clearly expressed in the Bible.	Mò ń sọ ọ́ léraléra pé mi ò ní ta ko ohun tí Ọlọ́run bá pa láṣẹ lọ́nà tó ṣe kedere nínú Bíbélì.
And regardless of how I might be pressured or punished—even if I were sentenced to death—I declare that not even then would I abandon the almighty Creator of the universe, Jehovah God.	Bó sì ti wù kéèyàn yọ mí lẹ́nu tàbí kó jẹ mí níyà tó, kódà tí wọ́n bá dájọ́ ikú fún mi, mo fẹ́ kó di mímọ̀ pé mi ò ní fi Jèhófà Ọlọ́run, Ẹlẹ́dàá ayé òun ọ̀run sílẹ̀ láé.
Your Honor, Jehovah’s Witnesses are known throughout the world as friendly and peace-loving people.	Ọ̀gá Àgbà, ibi gbogbo kárí ayé ni wọ́n ti mọ àwọn Ẹlẹ́rìí Jèhófà sí ẹni tó dùn ún bá rìn àti ẹni tó nífẹ̀ẹ́ àlàáfíà.
Their rights as believers are respected in the vast majority of countries around the world.	Ní ọ̀pọ̀ orílẹ̀-èdè kárí ayé, wọ́n kì í fi ẹ̀tọ́ tí wọ́n ní láti gba Ọlọ́run gbọ́ dù wọ́n.
I would very much like the rights of believers to be respected in Russia as well and, in this instance, my rights as a believer.	Ó máa wù mí pé ká má ṣe fi ẹ̀tọ́ àwọn Ẹlẹ́rìí Jèhófà dù wọ́n ní orílẹ̀-èdè Rọ́ṣíà náà, kò sì ní yẹ kí ilé ẹjọ́ yìí fi ẹ̀tọ́ tí mo ní láti gba Ọlọ́run gbọ́ dù mí.
I am not guilty of the crime of which I am accused and I ask the court to render a not guilty verdict!	Mi ò jẹ̀bi ẹ̀sùn tí wọ́n fi kàn mí, mo sì rọ ilé ẹjọ́ yìí láti má ṣe dá mi lẹ́bi!
"Thank you!"""	"Ẹ ṣeun!"""
	
"""A United Nations (UN) panel of international legal experts has concluded that Russia’s arrest and detention of Brother Dmitriy Mikhaylov was “discriminatory on the basis of religion” and thus violated international law."	"""Àwọn ọ̀jọ̀gbọ́n lórí ọ̀rọ̀ òfin ti àjọ Ìṣọ̀kan Àgbáyé ti sọ pé bí ìjọba Rọ́ṣíà ṣe fàṣẹ ọba mú Arákùnrin Dmitriy Mikhaylov tí wọ́n sì fi í sẹ́wọ̀n “nítorí ohun tó gbà gbọ́ fi hàn pé wọ́n hùwà àìtọ́ sí i,” wọ́n sì ti tẹ òfin àpapọ̀ àwọn ìjọba lójú."
They also urged Russia to drop all criminal charges against Brother Mikhaylov.	Àwùjọ àwọn ọ̀jọ̀gbọ́n náà tún rọ ìjọba Rọ́ṣíà pé wọn ò gbọ́dọ̀ fẹ̀sùn ìwà ọ̀daràn èyíkéyìí kan Arákùnrin Mikhaylov mọ́.
According to the 12-page opinion of the panel, the Working Group on Arbitrary Detention (WGAD), Brother Mikhaylov’s actions “have always been entirely peaceful.”	Ó tó ojú ìwé méjìlá tí ìgbìmọ̀ tí wọ́n ń pè ní Working Group on Arbitrary Detention (WGAD) fi kọ èrò wọn nípa Arákùnrin Mikhaylov, wọ́n sọ pé “kò sígbà tó ṣe ohun tó dí àlàáfíà ìlú lọ́wọ́.”
Additionally, “there is no evidence that he or indeed the Jehovah’s Witnesses in the Russian Federation have ever been violent or incited others to violence.”	Yàtọ̀ síyẹn, “kò sí ẹ̀rí kankan tó fi hàn pé òun tàbí Ẹlẹ́rìí Jèhófà èyíkéyìí lórílẹ̀-èdè Rọ́ṣíà jẹ́ oníwà ipá, wọn kì í sì í rọ àwọn míì pé kí wọ́n hùwà ipá.”
